OverallQual,Neighborhood_encoded,GrLivArea,TotalBsmtSF,GarageArea,YearBuilt,GarageCars,1stFlrSF,MSSubClass_encoded,FullBath,GarageYrBlt,ExterQual_TA,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,TotRmsAbvGrd,2ndFlrSF,KitchenQual_Gd,Exterior2nd_encoded,Foundation_PConc,FireplaceQu_None,Fireplaces,BsmtQual_TA,LotArea,BsmtFinSF1,BsmtQual_Gd,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,BsmtQual_Ex,BsmtUnfSF,GarageType_Attchd,GarageType_Detchd,GarageFinish_Fin,OverallCond,Foundation_CBlock,WoodDeckSF,GarageFinish_RFn,BsmtFinType1_GLQ,KitchenQual_Ex,MSZoning_RM,MasVnrArea,HalfBath,HeatingQC_TA,LotShape_Reg,CentralAir_Y,MasVnrType_None,SaleType_New,SaleCondition_Partial
4,128324.91096764662,1529,0,240,1945,1,1088,143355.16004825375,2,1945.0,1.0,1950,1.0,0.0,9,441,0.0,161431.5727475966,0.0,1.0,0,0.0,8405,0,0.0,1.0,0,150886.18621977826,0.0,0.0,0,0.0,1.0,0.0,3,0.0,92,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
4,128318.41942542572,1140,576,0,1910,0,792,143355.16004825375,1,0.0,1.0,2004,1.0,0.0,7,348,0.0,148419.07240851008,0.0,1.0,0,1.0,8800,0,0.0,0.0,160,149871.79960697473,0.0,0.0,576,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1320,660,400,2003,2,660,239909.0510660367,2,2003.0,0.0,2003,0.0,1.0,6,660,1.0,214512.41271653058,1.0,1.0,0,0.0,7750,0,1.0,0.0,48,213810.05460707544,1.0,0.0,660,1.0,0.0,1.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1494,1479,576,1997,2,1494,185223.20977053,2,1997.0,1.0,1997,0.0,0.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,9236,1200,1.0,0.0,27,213810.05460707544,1.0,0.0,279,1.0,0.0,0.0,5,0.0,168,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,315920.0010227745,2098,1030,878,2005,3,1038,239909.0510660367,2,2005.0,0.0,2005,0.0,1.0,8,1060,0.0,214512.41271653058,1.0,0.0,1,0.0,10240,0,1.0,0.0,52,213810.05460707544,0.0,0.0,1030,1.0,0.0,0.0,5,0.0,192,1.0,0.0,1.0,0.0,178.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,145878.23747317135,1026,1026,440,1969,2,1026,185223.20977053,1,1969.0,1.0,2005,0.0,0.0,5,0,1.0,168130.415463841,0.0,1.0,0,1.0,7930,439,0.0,0.0,48,175951.59962068568,0.0,0.0,115,0.0,1.0,0.0,8,1.0,171,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,225276.7062524152,1471,729,440,1999,2,742,138781.1879581992,2,1999.0,1.0,1999,1.0,0.0,6,729,0.0,149832.2365964435,1.0,1.0,0,0.0,3230,381,1.0,1.0,24,149450.79509063665,0.0,0.0,348,0.0,1.0,0.0,5,0.0,0,0.0,1.0,0.0,0.0,894.0,1,0.0,1.0,1.0,0.0,0.0,0.0
8,197943.08974006787,1768,866,578,2007,2,866,239909.0510660367,2,2007.0,0.0,2007,0.0,1.0,7,902,1.0,214512.41271653058,1.0,1.0,0,0.0,10769,20,1.0,0.0,105,213810.05460707544,1.0,0.0,846,1.0,0.0,0.0,5,0.0,144,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,136912.1034900026,1386,672,440,1978,2,672,239909.0510660367,2,1978.0,1.0,1978,1.0,0.0,6,714,0.0,167674.37296794492,0.0,0.0,1,1.0,11616,438,0.0,0.0,0,163093.5197072826,0.0,0.0,234,1.0,0.0,1.0,5,1.0,335,0.0,0.0,0.0,0.0,328.0,1,1.0,0.0,1.0,0.0,0.0,0.0
7,225276.7062524152,1501,744,440,1999,2,757,138781.1879581992,2,1999.0,1.0,1999,1.0,0.0,6,744,0.0,149832.2365964435,1.0,1.0,0,0.0,2280,549,1.0,1.0,0,149450.79509063665,0.0,0.0,195,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,360.0,1,0.0,1.0,1.0,0.0,0.0,0.0
8,334545.9727902473,2531,1318,752,1995,3,1328,239909.0510660367,2,1995.0,0.0,1995,0.0,1.0,9,1203,1.0,214512.41271653058,1.0,0.0,1,0.0,12257,56,1.0,0.0,98,213810.05460707544,1.0,0.0,1198,1.0,0.0,0.0,5,0.0,222,1.0,0.0,0.0,0.0,513.0,1,0.0,0.0,1.0,0.0,0.0,0.0
6,145878.23747317135,864,864,300,1959,1,864,185223.20977053,1,2008.0,1.0,1959,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,9100,612,0.0,1.0,0,149871.79960697473,1.0,0.0,252,0.0,1.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1301,1145,440,1924,2,1301,96075.68033176576,1,1965.0,1.0,1950,0.0,0.0,5,0,0.0,148419.07240851008,1.0,1.0,0,1.0,6911,405,0.0,1.0,0,149871.79960697473,0.0,0.0,740,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1547,756,614,2009,2,764,239909.0510660367,2,2009.0,1.0,2009,0.0,0.0,7,783,1.0,214512.41271653058,1.0,1.0,0,0.0,8640,24,1.0,1.0,45,213810.05460707544,1.0,0.0,732,1.0,0.0,0.0,5,0.0,169,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
8,334545.9727902473,2365,1252,856,1999,3,1268,239909.0510660367,2,1999.0,0.0,1999,0.0,1.0,8,1097,1.0,214512.41271653058,1.0,0.0,1,0.0,9430,1163,1.0,0.0,128,213810.05460707544,1.0,0.0,89,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,673.0,1,0.0,1.0,1.0,0.0,0.0,0.0
8,237739.82847840988,1494,1494,481,1995,2,1494,200733.55595135537,1,1995.0,0.0,1996,0.0,1.0,6,0,0.0,195699.84440310282,1.0,0.0,1,0.0,9549,437,1.0,0.0,30,194518.646991199,1.0,0.0,0,1.0,0.0,1.0,5,0.0,0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
9,225276.7062524152,1506,1498,592,2008,2,1506,185223.20977053,2,2008.0,0.0,2008,0.0,1.0,6,0,0.0,214512.41271653058,1.0,0.0,1,0.0,14587,0,1.0,0.0,174,213810.05460707544,1.0,0.0,1498,1.0,0.0,1.0,5,0.0,0,0.0,0.0,1.0,0.0,284.0,0,0.0,0.0,1.0,0.0,1.0,1.0
7,189027.88359232503,1714,980,496,1988,2,980,239909.0510660367,2,1988.0,1.0,1988,1.0,0.0,7,734,0.0,167674.37296794492,0.0,0.0,1,0.0,10421,394,1.0,1.0,66,163093.5197072826,0.0,0.0,586,1.0,0.0,0.0,5,1.0,228,0.0,1.0,0.0,0.0,42.0,1,1.0,1.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1750,983,423,1940,1,983,143355.16004825375,2,1989.0,1.0,1985,1.0,0.0,7,767,0.0,214512.41271653058,0.0,1.0,0,0.0,12508,660,1.0,1.0,0,213810.05460707544,1.0,0.0,323,1.0,0.0,0.0,7,1.0,245,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1836,1860,484,2004,2,1836,185223.20977053,2,2004.0,0.0,2005,0.0,1.0,8,0,1.0,214512.41271653058,1.0,0.0,1,0.0,9100,24,1.0,0.0,33,213810.05460707544,1.0,0.0,1836,1.0,0.0,1.0,5,0.0,120,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,309470.67773643613,3279,1650,841,2003,3,1690,239909.0510660367,3,2003.0,0.0,2003,0.0,0.0,12,1589,0.0,161431.5727475966,1.0,0.0,1,0.0,53504,1416,1.0,0.0,36,231524.77253199657,1.0,0.0,234,0.0,0.0,1.0,5,0.0,503,0.0,0.0,1.0,0.0,603.0,1,0.0,0.0,1.0,0.0,0.0,0.0
5,136912.1034900026,858,858,576,1982,2,858,148137.92470090053,1,1983.0,1.0,1982,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,0.0,7252,685,1.0,1.0,0,149871.79960697473,0.0,0.0,173,0.0,1.0,0.0,5,1.0,120,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
4,128324.91096764662,1220,836,396,1951,2,1220,185223.20977053,1,1951.0,1.0,1951,1.0,0.0,6,0,0.0,148419.07240851008,0.0,1.0,0,0.0,8877,836,0.0,1.0,0,149871.79960697473,0.0,0.0,0,0.0,1.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
6,128324.91096764662,1117,1029,672,1976,2,1117,169814.79159017815,1,1976.0,1.0,1976,1.0,0.0,6,0,0.0,168130.415463841,0.0,0.0,1,1.0,7819,422,0.0,1.0,0,175951.59962068568,0.0,0.0,480,0.0,1.0,0.0,5,1.0,144,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,912,912,275,1958,1,912,185223.20977053,1,1958.0,1.0,1958,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,10150,456,0.0,0.0,0,149871.79960697473,1.0,0.0,456,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0
8,315920.0010227745,1973,1935,895,2006,3,1973,185223.20977053,2,2006.0,0.0,2006,0.0,1.0,9,0,1.0,214512.41271653058,1.0,0.0,1,0.0,14226,0,1.0,0.0,45,213810.05460707544,0.0,0.0,1935,1.0,0.0,1.0,5,0.0,315,0.0,0.0,0.0,0.0,375.0,0,0.0,1.0,1.0,0.0,1.0,1.0
6,156370.3674584998,1204,1204,412,1998,2,1204,200733.55595135537,2,1998.0,1.0,1998,1.0,0.0,5,0,0.0,214512.41271653058,1.0,1.0,0,0.0,4500,866,0.0,0.0,247,213810.05460707544,1.0,1.0,338,1.0,0.0,1.0,5,0.0,0,0.0,1.0,0.0,1.0,320.0,0,0.0,1.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1614,1614,865,2005,3,1614,185223.20977053,2,2005.0,0.0,2006,0.0,1.0,7,0,1.0,214512.41271653058,1.0,1.0,0,0.0,11210,20,1.0,0.0,59,213810.05460707544,1.0,0.0,1594,1.0,0.0,0.0,5,0.0,144,1.0,1.0,0.0,0.0,240.0,0,0.0,0.0,1.0,0.0,1.0,1.0
5,136912.1034900026,894,864,440,1974,2,894,185223.20977053,1,1974.0,1.0,1974,1.0,0.0,5,0,0.0,168130.415463841,0.0,0.0,1,1.0,13350,762,0.0,1.0,0,163093.5197072826,0.0,0.0,102,1.0,0.0,0.0,5,1.0,241,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
5,186536.79187429376,2020,0,630,1977,2,2020,133722.64519076995,2,1977.0,1.0,1977,1.0,0.0,10,0,0.0,168130.415463841,0.0,0.0,2,0.0,8400,0,0.0,1.0,0,175951.59962068568,0.0,0.0,0,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,320.0,0,1.0,1.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1004,975,504,1977,2,1004,133722.64519076995,1,1977.0,1.0,1977,1.0,0.0,4,0,0.0,231744.39851170077,0.0,1.0,0,0.0,10530,975,1.0,1.0,0,175951.59962068568,0.0,0.0,0,1.0,0.0,0.0,5,1.0,0,0.0,1.0,0.0,0.0,90.0,0,1.0,1.0,1.0,0.0,0.0,0.0
7,192824.3949363408,1253,1237,402,1995,2,1253,185223.20977053,2,1995.0,1.0,1996,1.0,0.0,6,0,0.0,167674.37296794492,1.0,0.0,1,0.0,7875,0,1.0,0.0,21,163093.5197072826,0.0,0.0,1237,1.0,0.0,1.0,5,0.0,220,0.0,0.0,0.0,0.0,38.0,0,0.0,1.0,1.0,0.0,0.0,0.0
6,186536.79187429376,1603,761,484,1992,2,810,239909.0510660367,2,1992.0,0.0,1992,0.0,1.0,7,793,1.0,214512.41271653058,1.0,1.0,0,0.0,7153,387,1.0,0.0,124,213810.05460707544,1.0,0.0,374,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1430,1413,605,2001,2,1430,185223.20977053,2,2001.0,0.0,2002,0.0,1.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,16285,0,1.0,0.0,33,213810.05460707544,1.0,0.0,1413,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,156370.3674584998,1110,1097,602,1978,2,1110,148137.92470090053,1,1978.0,1.0,1978,0.0,0.0,4,0,1.0,168130.415463841,1.0,0.0,1,0.0,9101,1097,1.0,0.0,30,175951.59962068568,1.0,0.0,0,1.0,0.0,1.0,6,0.0,303,0.0,1.0,0.0,0.0,104.0,0,0.0,0.0,1.0,0.0,0.0,0.0
6,128318.41942542572,1484,742,0,1914,0,742,192295.43697272782,2,0.0,1.0,2001,1.0,0.0,9,742,0.0,161431.5727475966,0.0,0.0,1,1.0,6300,0,0.0,0.0,291,149871.79960697473,1.0,0.0,742,0.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1342,1372,457,1967,2,1342,185223.20977053,2,1967.0,1.0,1967,1.0,0.0,7,0,0.0,148419.07240851008,0.0,0.0,1,1.0,9790,251,0.0,1.0,0,194518.646991199,0.0,0.0,491,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
5,128318.41942542572,1652,686,416,1915,1,966,143355.16004825375,2,1961.0,1.0,1950,1.0,0.0,7,686,0.0,149832.2365964435,1.0,1.0,0,0.0,10800,686,0.0,1.0,0,149450.79509063665,0.0,0.0,0,0.0,1.0,0.0,6,0.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,186536.79187429376,2084,956,618,2004,2,956,239909.0510660367,2,2004.0,0.0,2004,0.0,1.0,8,1128,1.0,214512.41271653058,1.0,1.0,0,0.0,10142,656,1.0,0.0,45,213810.05460707544,1.0,0.0,300,0.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
4,128318.41942542572,901,901,281,1954,1,901,185223.20977053,1,1954.0,1.0,2000,1.0,0.0,4,0,0.0,149832.2365964435,0.0,1.0,0,1.0,6000,0,0.0,1.0,0,149450.79509063665,1.0,0.0,901,0.0,1.0,0.0,7,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,212341.06662972306,2087,832,444,1966,2,976,239909.0510660367,2,1966.0,1.0,2007,0.0,0.0,9,1111,1.0,167674.37296794492,0.0,1.0,0,1.0,12205,568,0.0,0.0,168,163093.5197072826,0.0,0.0,264,1.0,0.0,1.0,8,1.0,133,0.0,0.0,0.0,0.0,157.0,1,0.0,0.0,1.0,0.0,0.0,0.0
7,194708.7836603599,1145,1145,397,2005,2,1145,200733.55595135537,2,2005.0,0.0,2006,0.0,1.0,5,0,1.0,214512.41271653058,1.0,0.0,1,0.0,3182,16,1.0,0.0,16,213810.05460707544,1.0,0.0,1129,1.0,0.0,1.0,5,0.0,100,0.0,1.0,0.0,0.0,11.0,0,0.0,1.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1062,1029,539,1976,2,1062,169814.79159017815,1,1976.0,1.0,1976,1.0,0.0,5,0,0.0,167674.37296794492,1.0,0.0,2,0.0,11333,539,1.0,0.0,0,163093.5197072826,0.0,0.0,490,1.0,0.0,0.0,5,0.0,120,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
7,334545.9727902473,2013,1117,455,1996,2,1127,239909.0510660367,2,1997.0,0.0,1997,1.0,1.0,8,886,0.0,149832.2365964435,1.0,0.0,1,0.0,9920,862,1.0,1.0,130,149450.79509063665,1.0,0.0,255,1.0,0.0,0.0,5,0.0,180,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
8,225276.7062524152,1496,1496,474,2007,2,1496,185223.20977053,2,2007.0,0.0,2007,0.0,1.0,7,0,1.0,229930.4996504683,1.0,1.0,0,0.0,9158,0,1.0,0.0,130,231524.77253199657,1.0,0.0,1496,1.0,0.0,1.0,5,0.0,168,0.0,0.0,0.0,0.0,140.0,0,0.0,1.0,1.0,0.0,1.0,1.0
7,192824.3949363408,1895,712,409,1994,2,1086,239909.0510660367,2,1994.0,0.0,1996,0.0,1.0,7,809,1.0,149832.2365964435,1.0,0.0,1,0.0,10832,0,1.0,0.0,46,149450.79509063665,1.0,0.0,712,1.0,0.0,1.0,5,0.0,143,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,186536.79187429376,1564,650,476,1980,2,888,239909.0510660367,2,1980.0,1.0,1981,1.0,0.0,7,676,0.0,167674.37296794492,0.0,0.0,1,0.0,8400,0,1.0,1.0,50,163093.5197072826,0.0,0.0,650,1.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,130.0,1,1.0,1.0,1.0,0.0,0.0,0.0
6,136912.1034900026,1285,660,528,1977,2,1285,185223.20977053,1,1977.0,1.0,1977,1.0,0.0,7,0,0.0,168130.415463841,0.0,0.0,1,1.0,8197,0,0.0,0.0,0,175951.59962068568,1.0,0.0,660,1.0,0.0,0.0,5,1.0,138,1.0,0.0,0.0,0.0,148.0,1,0.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,773,773,240,1953,1,773,185223.20977053,1,1953.0,1.0,1953,1.0,0.0,4,0,0.0,214512.41271653058,0.0,1.0,0,1.0,7677,570,0.0,1.0,0,213810.05460707544,0.0,0.0,203,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
9,315920.0010227745,3140,1926,820,2008,3,1966,239909.0510660367,3,2009.0,0.0,2009,0.0,0.0,11,1174,0.0,214512.41271653058,1.0,0.0,2,0.0,13518,0,0.0,0.0,78,213810.05460707544,1.0,1.0,1926,0.0,0.0,1.0,5,0.0,144,0.0,0.0,1.0,0.0,860.0,1,0.0,1.0,1.0,0.0,1.0,1.0
5,142895.63805389646,1768,731,240,1937,1,981,143355.16004825375,1,1939.0,1.0,1950,0.0,0.0,7,787,1.0,148419.07240851008,0.0,0.0,2,0.0,7200,569,1.0,1.0,0,149871.79960697473,1.0,0.0,162,0.0,1.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,252.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,212341.06662972306,1688,616,603,1997,2,616,239909.0510660367,2,1997.0,1.0,1997,0.0,0.0,8,1072,1.0,214512.41271653058,1.0,1.0,0,0.0,12798,462,1.0,0.0,114,213810.05460707544,0.0,0.0,154,1.0,0.0,0.0,5,0.0,403,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
4,100558.22792898362,1196,1196,440,1916,2,1196,96075.68033176576,1,1957.0,1.0,1990,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,4800,197,0.0,1.0,0,149450.79509063665,1.0,0.0,999,0.0,1.0,0.0,7,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1456,728,410,2005,2,728,239909.0510660367,2,2005.0,0.0,2005,0.0,1.0,7,728,1.0,161431.5727475966,1.0,0.0,1,0.0,8199,648,1.0,0.0,18,150886.18621977826,1.0,0.0,80,1.0,0.0,1.0,5,0.0,36,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
9,315920.0010227745,2822,1734,1020,2008,3,1734,239909.0510660367,3,2009.0,0.0,2009,0.0,0.0,12,1088,0.0,214512.41271653058,1.0,0.0,1,0.0,13891,0,0.0,0.0,170,213810.05460707544,1.0,1.0,1734,0.0,0.0,0.0,5,0.0,52,1.0,0.0,1.0,0.0,424.0,1,0.0,1.0,1.0,0.0,1.0,1.0
5,145878.23747317135,1128,936,286,1954,1,1128,185223.20977053,1,1954.0,1.0,1954,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,9000,812,0.0,1.0,0,149871.79960697473,0.0,0.0,124,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1428,1417,554,2008,2,1428,185223.20977053,2,2008.0,0.0,2008,0.0,1.0,6,0,0.0,214512.41271653058,1.0,1.0,0,0.0,12274,0,1.0,0.0,60,213810.05460707544,1.0,0.0,1417,1.0,0.0,0.0,5,0.0,0,1.0,0.0,1.0,0.0,256.0,0,0.0,0.0,1.0,0.0,1.0,1.0
5,145878.23747317135,980,980,384,1967,1,980,169814.79159017815,2,1967.0,1.0,1967,1.0,0.0,6,0,0.0,214512.41271653058,1.0,1.0,0,1.0,9750,400,0.0,0.0,0,213810.05460707544,0.0,0.0,100,1.0,0.0,1.0,5,0.0,68,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1576,1324,528,1923,2,1072,166819.45313884038,1,1923.0,1.0,2004,0.0,0.0,6,504,1.0,148419.07240851008,0.0,0.0,1,1.0,21384,1309,0.0,0.0,312,149871.79960697473,1.0,0.0,15,1.0,0.0,0.0,6,1.0,0,1.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1086,1024,484,1966,2,1086,169814.79159017815,1,1966.0,1.0,1966,1.0,0.0,6,0,0.0,214512.41271653058,0.0,0.0,1,1.0,13400,516,0.0,0.0,0,213810.05460707544,0.0,0.0,380,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,1047.0,0,1.0,1.0,1.0,0.0,0.0,0.0
5,128318.41942542572,2138,849,360,1898,2,1075,192295.43697272782,2,1910.0,1.0,1965,1.0,0.0,11,1063,0.0,114722.62767119757,1.0,1.0,0,1.0,8100,0,0.0,1.0,156,108113.71678010846,0.0,0.0,849,0.0,1.0,0.0,5,0.0,40,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1309,1040,484,1974,2,1309,185223.20977053,1,1974.0,1.0,1999,0.0,0.0,5,0,1.0,167674.37296794492,0.0,0.0,1,1.0,10140,663,0.0,0.0,0,163093.5197072826,0.0,0.0,0,1.0,0.0,0.0,6,1.0,265,1.0,0.0,0.0,0.0,99.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,197943.08974006787,848,848,420,2004,2,848,200733.55595135537,1,2004.0,0.0,2004,0.0,1.0,4,0,1.0,214512.41271653058,1.0,0.0,1,0.0,4438,662,1.0,0.0,0,213810.05460707544,1.0,0.0,186,1.0,0.0,1.0,5,0.0,140,0.0,1.0,0.0,1.0,169.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,100558.22792898362,1044,540,504,1952,2,1044,185223.20977053,1,1952.0,0.0,1952,0.0,0.0,4,0,0.0,148419.07240851008,0.0,1.0,0,1.0,8712,0,0.0,1.0,0,149871.79960697473,0.0,0.0,540,0.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
6,145878.23747317135,1442,1442,301,1958,1,1442,185223.20977053,1,1958.0,1.0,1958,1.0,0.0,7,0,0.0,149832.2365964435,0.0,1.0,0,1.0,9750,608,0.0,0.0,0,149450.79509063665,0.0,0.0,834,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,243.0,1,0.0,1.0,1.0,0.0,0.0,0.0
5,128324.91096764662,1250,686,280,1918,1,686,143355.16004825375,1,1955.0,1.0,1950,0.0,0.0,7,564,0.0,156096.18621977826,0.0,1.0,0,1.0,8248,0,0.0,1.0,0,163132.3840856425,0.0,0.0,686,0.0,1.0,0.0,7,0.0,207,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1661,1649,598,1998,2,1661,185223.20977053,2,1998.0,1.0,1998,0.0,0.0,6,0,1.0,214512.41271653058,1.0,1.0,0,0.0,12137,0,1.0,0.0,34,213810.05460707544,1.0,0.0,1649,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,442.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1008,1008,275,1954,1,1008,185223.20977053,1,1954.0,1.0,1954,1.0,0.0,4,0,0.0,195699.84440310282,0.0,0.0,1,1.0,11425,486,0.0,0.0,0,194518.646991199,0.0,0.0,522,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,156370.3674584998,1689,1568,857,2002,3,1689,185223.20977053,2,2002.0,0.0,2002,0.0,1.0,7,0,1.0,229930.4996504683,1.0,0.0,2,0.0,13265,1218,1.0,0.0,59,231524.77253199657,1.0,0.0,350,1.0,0.0,0.0,5,0.0,150,1.0,1.0,0.0,0.0,148.0,0,0.0,0.0,1.0,0.0,0.0,0.0
6,212341.06662972306,1052,1010,440,1971,2,1052,169814.79159017815,1,1971.0,1.0,1971,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,1.0,8816,504,0.0,1.0,0,163093.5197072826,0.0,0.0,506,1.0,0.0,0.0,7,1.0,0,0.0,1.0,0.0,0.0,80.0,0,0.0,1.0,1.0,0.0,0.0,0.0
7,315920.0010227745,1358,1358,484,2009,2,1358,200733.55595135537,2,2010.0,0.0,2010,0.0,1.0,6,0,1.0,214512.41271653058,1.0,0.0,1,0.0,6371,733,1.0,0.0,35,213810.05460707544,1.0,0.0,625,1.0,0.0,0.0,5,0.0,192,1.0,1.0,0.0,0.0,128.0,0,0.0,0.0,1.0,0.0,1.0,1.0
7,197943.08974006787,1640,798,595,2003,2,798,239909.0510660367,2,2003.0,0.0,2003,0.0,1.0,6,842,1.0,214512.41271653058,1.0,1.0,0,0.0,7226,0,1.0,0.0,45,213810.05460707544,1.0,0.0,798,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
4,128318.41942542572,936,936,576,1953,2,936,185223.20977053,1,1974.0,0.0,1953,1.0,0.0,4,0,0.0,149832.2365964435,0.0,1.0,0,0.0,6000,0,0.0,1.0,32,149450.79509063665,0.0,0.0,936,0.0,1.0,0.0,4,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0.0
