OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,BsmtQual_Gd,Exterior2nd_encoded,LotArea,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,GarageType_Attchd,BsmtUnfSF,OverallCond,GarageFinish_Fin,BsmtQual_Ex,GarageType_Detchd,HeatingQC_TA,BsmtFinType1_GLQ,WoodDeckSF,KitchenQual_Ex,Foundation_CBlock,MSZoning_RM,FireplaceQu_Gd,HalfBath,MasVnrArea,GarageFinish_RFn,LotShape_Reg,MasVnrType_None,SaleCondition_Partial,SaleType_New
7,186536.79187429376,1349,2000,1349,539,2,1349,185223.20977053,1.0,2000.0,2,2001,1.0,6,0.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,8450,0,1.0,55,213810.05460707544,1.0,1.0,1349,5,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0,108.0,0.0,1.0,0.0,0.0,0.0
5,136912.1034900026,1464,1963,520,480,2,1464,169814.79159017815,1.0,1997.0,2,1999,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,12886,444,0.0,0,163093.5197072826,1.0,1.0,76,6,0.0,0.0,0.0,0.0,0.0,302,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
8,309470.67773643613,1337,1993,1337,462,2,1337,200733.55595135537,0.0,1993.0,2,1993,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,1.0,167674.37296794492,5395,733,0.0,0,163093.5197072826,0.0,1.0,604,5,0.0,0.0,0.0,0.0,1.0,96,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
8,189027.88359232503,2715,1976,1142,831,2,1175,239909.0510660367,0.0,1994.0,3,1996,0.0,11,0.0,1540,0.0,1.0,1.0,0.0,2,0.0,214512.41271653058,8963,575,0.0,204,213810.05460707544,1.0,0.0,487,9,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1,289.0,0.0,0.0,0.0,0.0,0.0
7,192824.3949363408,2256,2000,952,554,2,980,239909.0510660367,0.0,2000.0,2,2000,0.0,8,1.0,1276,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,8795,300,0.0,54,213810.05460707544,1.0,0.0,652,5,1.0,0.0,0.0,0.0,1.0,224,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
7,128318.41942542572,2640,1880,1240,864,4,1320,166819.45313884038,0.0,1950.0,1,2003,0.0,8,1.0,1320,0.0,1.0,1.0,0.0,1,0.0,156096.18621977826,11700,0,1.0,0,163132.3840856425,0.0,0.0,1240,7,0.0,0.0,1.0,1.0,0.0,181,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
7,334545.9727902473,1720,1996,1720,527,2,1720,185223.20977053,0.0,1996.0,2,1996,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,10593,919,0.0,56,213810.05460707544,1.0,1.0,801,5,1.0,0.0,0.0,0.0,1.0,240,0.0,0.0,0.0,0.0,0,338.0,0.0,0.0,0.0,0.0,0.0
4,128324.91096764662,1529,1945,0,240,1,1088,143355.16004825375,1.0,1945.0,2,1950,1.0,9,0.0,441,0.0,0.0,0.0,1.0,0,0.0,161431.5727475966,8405,0,1.0,0,150886.18621977826,0.0,0.0,0,3,0.0,0.0,1.0,1.0,0.0,92,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,128318.41942542572,1140,1910,576,0,0,792,143355.16004825375,1.0,0.0,1,2004,1.0,7,0.0,348,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,8800,0,0.0,160,149871.79960697473,0.0,0.0,576,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1320,2003,660,400,2,660,239909.0510660367,0.0,2003.0,2,2003,0.0,6,1.0,660,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,7750,0,0.0,48,213810.05460707544,1.0,1.0,660,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1494,1997,1479,576,2,1494,185223.20977053,1.0,1997.0,2,1997,0.0,6,0.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,9236,1200,0.0,27,213810.05460707544,1.0,1.0,279,5,0.0,0.0,0.0,0.0,1.0,168,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
8,315920.0010227745,2098,2005,1030,878,3,1038,239909.0510660367,0.0,2005.0,2,2005,0.0,8,1.0,1060,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,10240,0,0.0,52,213810.05460707544,0.0,1.0,1030,5,0.0,0.0,0.0,0.0,0.0,192,1.0,0.0,0.0,1.0,1,178.0,1.0,1.0,0.0,0.0,0.0
6,145878.23747317135,1026,1969,1026,440,2,1026,185223.20977053,1.0,1969.0,1,2005,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,0.0,168130.415463841,7930,439,0.0,48,175951.59962068568,0.0,0.0,115,8,0.0,0.0,1.0,0.0,1.0,171,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,225276.7062524152,1471,1999,729,440,2,742,138781.1879581992,1.0,1999.0,2,1999,1.0,6,0.0,729,1.0,0.0,0.0,1.0,0,1.0,149832.2365964435,3230,381,1.0,24,149450.79509063665,0.0,0.0,348,5,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,894.0,0.0,1.0,0.0,0.0,0.0
8,197943.08974006787,1768,2007,866,578,2,866,239909.0510660367,0.0,2007.0,2,2007,0.0,7,1.0,902,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,10769,20,0.0,105,213810.05460707544,1.0,1.0,846,5,0.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
6,136912.1034900026,1386,1978,672,440,2,672,239909.0510660367,1.0,1978.0,2,1978,1.0,6,0.0,714,0.0,0.0,1.0,0.0,1,0.0,167674.37296794492,11616,438,0.0,0,163093.5197072826,0.0,1.0,234,5,1.0,0.0,0.0,1.0,0.0,335,0.0,1.0,0.0,0.0,1,328.0,0.0,0.0,0.0,0.0,0.0
7,225276.7062524152,1501,1999,744,440,2,757,138781.1879581992,1.0,1999.0,2,1999,1.0,6,0.0,744,1.0,0.0,0.0,1.0,0,1.0,149832.2365964435,2280,549,1.0,0,149450.79509063665,0.0,0.0,195,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,360.0,0.0,1.0,0.0,0.0,0.0
8,334545.9727902473,2531,1995,1318,752,3,1328,239909.0510660367,0.0,1995.0,2,1995,0.0,9,1.0,1203,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,12257,56,0.0,98,213810.05460707544,1.0,1.0,1198,5,0.0,0.0,0.0,0.0,0.0,222,0.0,0.0,0.0,0.0,1,513.0,1.0,0.0,0.0,0.0,0.0
6,145878.23747317135,864,1959,864,300,1,864,185223.20977053,1.0,2008.0,1,1959,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,9100,612,1.0,0,149871.79960697473,1.0,0.0,252,6,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1301,1924,1145,440,2,1301,96075.68033176576,1.0,1965.0,1,1950,0.0,5,0.0,0,1.0,0.0,1.0,1.0,0,0.0,148419.07240851008,6911,405,1.0,0,149871.79960697473,0.0,0.0,740,5,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1547,2009,756,614,2,764,239909.0510660367,1.0,2009.0,2,2009,0.0,7,0.0,783,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,8640,24,1.0,45,213810.05460707544,1.0,1.0,732,5,0.0,0.0,0.0,0.0,1.0,169,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
8,334545.9727902473,2365,1999,1252,856,3,1268,239909.0510660367,0.0,1999.0,2,1999,0.0,8,1.0,1097,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,9430,1163,0.0,128,213810.05460707544,1.0,1.0,89,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1,673.0,1.0,1.0,0.0,0.0,0.0
8,237739.82847840988,1494,1995,1494,481,2,1494,200733.55595135537,0.0,1995.0,1,1996,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,1.0,195699.84440310282,9549,437,0.0,30,194518.646991199,1.0,1.0,0,5,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
9,225276.7062524152,1506,2008,1498,592,2,1506,185223.20977053,0.0,2008.0,2,2008,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,14587,0,0.0,174,213810.05460707544,1.0,1.0,1498,5,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0,284.0,0.0,0.0,0.0,1.0,1.0
7,189027.88359232503,1714,1988,980,496,2,980,239909.0510660367,1.0,1988.0,2,1988,1.0,7,0.0,734,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,10421,394,1.0,66,163093.5197072826,0.0,1.0,586,5,0.0,0.0,0.0,1.0,1.0,228,0.0,1.0,0.0,0.0,1,42.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1750,1940,983,423,1,983,143355.16004825375,1.0,1989.0,2,1985,1.0,7,0.0,767,0.0,0.0,0.0,1.0,0,1.0,214512.41271653058,12508,660,1.0,0,213810.05460707544,1.0,1.0,323,7,0.0,0.0,0.0,0.0,0.0,245,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
7,197943.08974006787,1836,2004,1860,484,2,1836,185223.20977053,0.0,2004.0,2,2005,0.0,8,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,9100,24,0.0,33,213810.05460707544,1.0,1.0,1836,5,1.0,0.0,0.0,0.0,1.0,120,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,309470.67773643613,3279,2003,1650,841,3,1690,239909.0510660367,0.0,2003.0,3,2003,0.0,12,0.0,1589,1.0,0.0,0.0,0.0,1,1.0,161431.5727475966,53504,1416,0.0,36,231524.77253199657,1.0,0.0,234,5,1.0,0.0,0.0,0.0,0.0,503,1.0,0.0,0.0,1.0,1,603.0,0.0,0.0,0.0,0.0,0.0
5,136912.1034900026,858,1982,858,576,2,858,148137.92470090053,1.0,1983.0,1,1982,1.0,5,0.0,0,0.0,0.0,0.0,1.0,0,1.0,148419.07240851008,7252,685,1.0,0,149871.79960697473,0.0,0.0,173,5,0.0,0.0,1.0,1.0,1.0,120,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
4,128324.91096764662,1220,1951,836,396,2,1220,185223.20977053,1.0,1951.0,1,1951,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,0.0,148419.07240851008,8877,836,1.0,0,149871.79960697473,0.0,0.0,0,5,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,128324.91096764662,1117,1976,1029,672,2,1117,169814.79159017815,1.0,1976.0,1,1976,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,7819,422,1.0,0,175951.59962068568,0.0,0.0,480,5,0.0,0.0,1.0,1.0,0.0,144,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,912,1958,912,275,1,912,185223.20977053,1.0,1958.0,1,1958,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,10150,456,0.0,0,149871.79960697473,1.0,1.0,456,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
8,315920.0010227745,1973,2006,1935,895,3,1973,185223.20977053,0.0,2006.0,2,2006,0.0,9,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,14226,0,0.0,45,213810.05460707544,0.0,1.0,1935,5,1.0,0.0,0.0,0.0,0.0,315,0.0,0.0,0.0,1.0,0,375.0,0.0,1.0,0.0,1.0,1.0
6,156370.3674584998,1204,1998,1204,412,2,1204,200733.55595135537,1.0,1998.0,2,1998,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,0.0,214512.41271653058,4500,866,0.0,247,213810.05460707544,1.0,1.0,338,5,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,320.0,0.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1614,2005,1614,865,3,1614,185223.20977053,0.0,2005.0,2,2006,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,11210,20,0.0,59,213810.05460707544,1.0,1.0,1594,5,0.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,0.0,0,240.0,1.0,0.0,0.0,1.0,1.0
5,136912.1034900026,894,1974,864,440,2,894,185223.20977053,1.0,1974.0,1,1974,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,13350,762,1.0,0,163093.5197072826,0.0,1.0,102,5,0.0,0.0,0.0,1.0,0.0,241,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
5,186536.79187429376,2020,1977,0,630,2,2020,133722.64519076995,1.0,1977.0,2,1977,1.0,10,0.0,0,0.0,0.0,0.0,0.0,2,0.0,168130.415463841,8400,0,1.0,0,175951.59962068568,0.0,0.0,0,5,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,320.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1004,1977,975,504,2,1004,133722.64519076995,1.0,1977.0,1,1977,1.0,4,0.0,0,0.0,0.0,0.0,1.0,0,1.0,231744.39851170077,10530,975,1.0,0,175951.59962068568,0.0,1.0,0,5,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,90.0,0.0,1.0,0.0,0.0,0.0
7,192824.3949363408,1253,1995,1237,402,2,1253,185223.20977053,1.0,1995.0,2,1996,1.0,6,0.0,0,1.0,0.0,0.0,0.0,1,1.0,167674.37296794492,7875,0,0.0,21,163093.5197072826,0.0,1.0,1237,5,1.0,0.0,0.0,0.0,0.0,220,0.0,0.0,0.0,0.0,0,38.0,0.0,1.0,0.0,0.0,0.0
6,186536.79187429376,1603,1992,761,484,2,810,239909.0510660367,0.0,1992.0,2,1992,0.0,7,1.0,793,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,7153,387,0.0,124,213810.05460707544,1.0,1.0,374,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1430,2001,1413,605,2,1430,185223.20977053,0.0,2001.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,16285,0,0.0,33,213810.05460707544,1.0,1.0,1413,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
5,156370.3674584998,1110,1978,1097,602,2,1110,148137.92470090053,1.0,1978.0,1,1978,0.0,4,0.0,0,1.0,1.0,0.0,0.0,1,1.0,168130.415463841,9101,1097,0.0,30,175951.59962068568,1.0,1.0,0,6,1.0,0.0,0.0,0.0,1.0,303,0.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0.0,0.0,0.0
6,128318.41942542572,1484,1914,742,0,0,742,192295.43697272782,1.0,0.0,2,2001,1.0,9,0.0,742,0.0,0.0,1.0,0.0,1,0.0,161431.5727475966,6300,0,0.0,291,149871.79960697473,1.0,0.0,742,6,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1342,1967,1372,457,2,1342,185223.20977053,1.0,1967.0,2,1967,1.0,7,0.0,0,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,9790,251,1.0,0,194518.646991199,0.0,1.0,491,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,128318.41942542572,1652,1915,686,416,1,966,143355.16004825375,1.0,1961.0,2,1950,1.0,7,0.0,686,1.0,0.0,0.0,1.0,0,0.0,149832.2365964435,10800,686,1.0,0,149450.79509063665,0.0,0.0,0,6,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,186536.79187429376,2084,2004,956,618,2,956,239909.0510660367,0.0,2004.0,2,2004,0.0,8,1.0,1128,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,10142,656,0.0,45,213810.05460707544,1.0,0.0,300,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
4,128318.41942542572,901,1954,901,281,1,901,185223.20977053,1.0,1954.0,1,2000,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,6000,0,1.0,0,149450.79509063665,1.0,0.0,901,7,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,212341.06662972306,2087,1966,832,444,2,976,239909.0510660367,1.0,1966.0,2,2007,0.0,9,0.0,1111,0.0,1.0,1.0,1.0,0,0.0,167674.37296794492,12205,568,0.0,168,163093.5197072826,0.0,1.0,264,8,1.0,0.0,0.0,0.0,0.0,133,0.0,1.0,0.0,0.0,1,157.0,0.0,0.0,0.0,0.0,0.0
7,194708.7836603599,1145,2005,1145,397,2,1145,200733.55595135537,0.0,2005.0,2,2006,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,3182,16,0.0,16,213810.05460707544,1.0,1.0,1129,5,1.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,1.0,0,11.0,0.0,1.0,0.0,0.0,0.0
6,156370.3674584998,1062,1976,1029,539,2,1062,169814.79159017815,1.0,1976.0,1,1976,1.0,5,0.0,0,1.0,0.0,0.0,0.0,2,1.0,167674.37296794492,11333,539,0.0,0,163093.5197072826,0.0,1.0,490,5,0.0,0.0,0.0,1.0,0.0,120,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
7,334545.9727902473,2013,1996,1117,455,2,1127,239909.0510660367,0.0,1997.0,2,1997,1.0,8,1.0,886,1.0,0.0,0.0,0.0,1,1.0,149832.2365964435,9920,862,1.0,130,149450.79509063665,1.0,1.0,255,5,0.0,0.0,0.0,0.0,1.0,180,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
8,225276.7062524152,1496,2007,1496,474,2,1496,185223.20977053,0.0,2007.0,2,2007,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,1.0,229930.4996504683,9158,0,0.0,130,231524.77253199657,1.0,1.0,1496,5,1.0,0.0,0.0,0.0,0.0,168,0.0,0.0,0.0,0.0,0,140.0,0.0,1.0,0.0,1.0,1.0
7,192824.3949363408,1895,1994,712,409,2,1086,239909.0510660367,0.0,1994.0,2,1996,0.0,7,1.0,809,1.0,1.0,0.0,0.0,1,1.0,149832.2365964435,10832,0,0.0,46,149450.79509063665,1.0,1.0,712,5,1.0,0.0,0.0,0.0,0.0,143,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,186536.79187429376,1564,1980,650,476,2,888,239909.0510660367,1.0,1980.0,2,1981,1.0,7,0.0,676,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,8400,0,1.0,50,163093.5197072826,0.0,1.0,650,6,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1,130.0,0.0,1.0,0.0,0.0,0.0
6,136912.1034900026,1285,1977,660,528,2,1285,185223.20977053,1.0,1977.0,1,1977,1.0,7,0.0,0,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,8197,0,0.0,0,175951.59962068568,1.0,1.0,660,5,0.0,0.0,0.0,0.0,0.0,138,0.0,1.0,0.0,0.0,1,148.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,773,1953,773,240,1,773,185223.20977053,1.0,1953.0,1,1953,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,214512.41271653058,7677,570,1.0,0,213810.05460707544,0.0,1.0,203,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
9,315920.0010227745,3140,2008,1926,820,3,1966,239909.0510660367,0.0,2009.0,3,2009,0.0,11,0.0,1174,1.0,0.0,0.0,0.0,2,0.0,214512.41271653058,13518,0,0.0,78,213810.05460707544,1.0,0.0,1926,5,1.0,1.0,0.0,0.0,0.0,144,1.0,0.0,0.0,1.0,1,860.0,0.0,1.0,0.0,1.0,1.0
5,142895.63805389646,1768,1937,731,240,1,981,143355.16004825375,1.0,1939.0,1,1950,0.0,7,0.0,787,0.0,1.0,0.0,0.0,2,1.0,148419.07240851008,7200,569,1.0,0,149871.79960697473,1.0,0.0,162,7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,252.0,0.0,1.0,0.0,0.0,0.0
6,212341.06662972306,1688,1997,616,603,2,616,239909.0510660367,1.0,1997.0,2,1997,0.0,8,0.0,1072,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,12798,462,0.0,114,213810.05460707544,0.0,1.0,154,5,0.0,0.0,0.0,0.0,1.0,403,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
4,100558.22792898362,1196,1916,1196,440,2,1196,96075.68033176576,1.0,1957.0,1,1990,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,4800,197,1.0,0,149450.79509063665,1.0,0.0,999,7,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1456,2005,728,410,2,728,239909.0510660367,0.0,2005.0,2,2005,0.0,7,1.0,728,1.0,1.0,0.0,0.0,1,1.0,161431.5727475966,8199,648,0.0,18,150886.18621977826,1.0,1.0,80,5,1.0,0.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0
9,315920.0010227745,2822,2008,1734,1020,3,1734,239909.0510660367,0.0,2009.0,3,2009,0.0,12,0.0,1088,1.0,0.0,0.0,0.0,1,0.0,214512.41271653058,13891,0,0.0,170,213810.05460707544,1.0,0.0,1734,5,0.0,1.0,0.0,0.0,0.0,52,1.0,0.0,0.0,1.0,1,424.0,1.0,1.0,0.0,1.0,1.0
5,145878.23747317135,1128,1954,936,286,1,1128,185223.20977053,1.0,1954.0,1,1954,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,9000,812,1.0,0,149871.79960697473,0.0,1.0,124,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1428,2008,1417,554,2,1428,185223.20977053,0.0,2008.0,2,2008,0.0,6,1.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,12274,0,0.0,60,213810.05460707544,1.0,1.0,1417,5,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,256.0,1.0,0.0,0.0,1.0,1.0
5,145878.23747317135,980,1967,980,384,1,980,169814.79159017815,1.0,1967.0,2,1967,1.0,6,0.0,0,1.0,0.0,1.0,1.0,0,0.0,214512.41271653058,9750,400,0.0,0,213810.05460707544,0.0,1.0,100,5,1.0,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1576,1923,1324,528,2,1072,166819.45313884038,1.0,1923.0,1,2004,0.0,6,0.0,504,0.0,1.0,1.0,0.0,1,0.0,148419.07240851008,21384,1309,0.0,312,149871.79960697473,1.0,1.0,15,6,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1086,1966,1024,484,2,1086,169814.79159017815,1.0,1966.0,1,1966,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,0.0,214512.41271653058,13400,516,0.0,0,213810.05460707544,0.0,1.0,380,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0,1047.0,1.0,1.0,0.0,0.0,0.0
5,128318.41942542572,2138,1898,849,360,2,1075,192295.43697272782,1.0,1910.0,2,1965,1.0,11,0.0,1063,1.0,0.0,1.0,1.0,0,0.0,114722.62767119757,8100,0,1.0,156,108113.71678010846,0.0,0.0,849,5,0.0,0.0,1.0,1.0,0.0,40,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1309,1974,1040,484,2,1309,185223.20977053,1.0,1974.0,1,1999,0.0,5,0.0,0,0.0,1.0,1.0,0.0,1,0.0,167674.37296794492,10140,663,0.0,0,163093.5197072826,0.0,1.0,0,6,0.0,0.0,0.0,0.0,0.0,265,0.0,1.0,0.0,0.0,1,99.0,1.0,1.0,0.0,0.0,0.0
6,197943.08974006787,848,2004,848,420,2,848,200733.55595135537,0.0,2004.0,1,2004,0.0,4,1.0,0,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,4438,662,0.0,0,213810.05460707544,1.0,1.0,186,5,1.0,0.0,0.0,0.0,1.0,140,0.0,0.0,1.0,1.0,0,169.0,0.0,1.0,0.0,0.0,0.0
5,100558.22792898362,1044,1952,540,504,2,1044,185223.20977053,0.0,1952.0,1,1952,0.0,4,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,8712,0,1.0,0,149871.79960697473,0.0,0.0,540,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1442,1958,1442,301,1,1442,185223.20977053,1.0,1958.0,1,1958,1.0,7,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,9750,608,0.0,0,149450.79509063665,0.0,1.0,834,6,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1,243.0,1.0,1.0,0.0,0.0,0.0
5,128324.91096764662,1250,1918,686,280,1,686,143355.16004825375,1.0,1955.0,1,1950,0.0,7,0.0,564,0.0,0.0,1.0,1.0,0,0.0,156096.18621977826,8248,0,1.0,0,163132.3840856425,0.0,0.0,686,7,0.0,0.0,1.0,0.0,0.0,207,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
