Attribute,Category,Count,Median_Price
TotalBsmtSF,1629,1,402000.0
TotalBsmtSF,1138,1,137500.0
TotalBsmtSF,2077,1,423000.0
TotalBsmtSF,1406,1,230500.0
TotalBsmtSF,1021,1,129000.0
TotalBsmtSF,1408,1,193500.0
TotalBsmtSF,738,1,173500.0
TotalBsmtSF,965,1,359100.0
TotalBsmtSF,1560,1,201000.0
TotalBsmtSF,2121,1,415298.0
TotalBsmtSF,1160,1,192000.0
TotalBsmtSF,807,1,228500.0
TotalBsmtSF,1575,1,179200.0
TotalBsmtSF,2046,1,372500.0
TotalBsmtSF,923,1,143000.0
TotalBsmtSF,1291,1,173000.0
TotalBsmtSF,1195,1,221000.0
TotalBsmtSF,1190,1,207500.0
TotalBsmtSF,551,1,148800.0
TotalBsmtSF,1419,1,392000.0
TotalBsmtSF,2444,1,755000.0
TotalBsmtSF,1210,1,335000.0
TotalBsmtSF,927,1,141500.0
TotalBsmtSF,1112,1,176000.0
TotalBsmtSF,761,1,175900.0
TotalBsmtSF,1413,1,187100.0
TotalBsmtSF,956,1,233000.0
TotalBsmtSF,1473,1,213000.0
TotalBsmtSF,1643,1,302000.0
TotalBsmtSF,270,1,52000.0
TotalBsmtSF,859,1,102776.0
TotalBsmtSF,718,1,159500.0
TotalBsmtSF,1311,1,341000.0
TotalBsmtSF,971,1,128500.0
TotalBsmtSF,1742,1,275000.0
TotalBsmtSF,1595,1,236500.0
TotalBsmtSF,1153,1,222500.0
TotalBsmtSF,1477,1,257500.0
TotalBsmtSF,802,1,185000.0
TotalBsmtSF,1385,1,241500.0
TotalBsmtSF,1845,1,241500.0
TotalBsmtSF,1020,1,137000.0
TotalBsmtSF,1367,1,140000.0
TotalBsmtSF,1444,1,277000.0
TotalBsmtSF,963,1,231500.0
TotalBsmtSF,506,1,151000.0
TotalBsmtSF,1349,1,179000.0
TotalBsmtSF,1720,1,260400.0
TotalBsmtSF,1479,1,217000.0
TotalBsmtSF,1030,1,275500.0
TotalBsmtSF,1318,1,290000.0
TotalBsmtSF,983,1,160000.0
TotalBsmtSF,1860,1,216837.0
TotalBsmtSF,836,1,102000.0
TotalBsmtSF,1935,1,395000.0
TotalBsmtSF,1614,1,221500.0
TotalBsmtSF,1070,1,134450.0
TotalBsmtSF,1926,1,485000.0
TotalBsmtSF,1417,1,227680.0
TotalBsmtSF,849,1,106000.0
TotalBsmtSF,1649,1,224900.0
TotalBsmtSF,778,1,139500.0
TotalBsmtSF,2078,1,385000.0
TotalBsmtSF,1454,1,189000.0
TotalBsmtSF,1516,1,167000.0
TotalBsmtSF,893,1,239900.0
TotalBsmtSF,713,1,179900.0
TotalBsmtSF,2392,1,386250.0
TotalBsmtSF,1203,1,290000.0
TotalBsmtSF,1194,1,148000.0
TotalBsmtSF,1414,1,185500.0
TotalBsmtSF,626,1,120000.0
TotalBsmtSF,1067,1,128000.0
TotalBsmtSF,1559,1,153500.0
TotalBsmtSF,1390,1,171000.0
TotalBsmtSF,1273,1,215000.0
TotalBsmtSF,1763,1,170000.0
TotalBsmtSF,1039,1,131500.0
TotalBsmtSF,1148,1,132500.0
TotalBsmtSF,1002,1,148500.0
TotalBsmtSF,105,1,116000.0
TotalBsmtSF,676,1,66500.0
TotalBsmtSF,712,1,194500.0
TotalBsmtSF,1713,1,274900.0
TotalBsmtSF,617,1,112000.0
TotalBsmtSF,1424,1,180500.0
TotalBsmtSF,1100,1,141000.0
TotalBsmtSF,1157,1,277000.0
TotalBsmtSF,504,1,127000.0
TotalBsmtSF,1593,1,286000.0
TotalBsmtSF,853,1,315000.0
TotalBsmtSF,1431,1,192000.0
TotalBsmtSF,1726,1,311872.0
TotalBsmtSF,892,1,100000.0
TotalBsmtSF,2217,1,268000.0
TotalBsmtSF,1505,1,149500.0
TotalBsmtSF,1059,1,154500.0
TotalBsmtSF,951,1,106500.0
TotalBsmtSF,2330,1,611657.0
TotalBsmtSF,1670,1,240000.0
TotalBsmtSF,1623,1,255000.0
TotalBsmtSF,1105,1,154300.0
TotalBsmtSF,1001,1,145000.0
TotalBsmtSF,480,1,35311.0
TotalBsmtSF,644,1,127500.0
TotalBsmtSF,1617,1,190000.0
TotalBsmtSF,1582,1,325624.0
TotalBsmtSF,964,1,222000.0
TotalBsmtSF,1905,1,320000.0
TotalBsmtSF,1500,1,190000.0
TotalBsmtSF,1632,1,143000.0
TotalBsmtSF,819,1,137500.0
TotalBsmtSF,1161,1,197500.0
TotalBsmtSF,828,1,119900.0
TotalBsmtSF,1109,1,148000.0
TotalBsmtSF,1606,1,184000.0
TotalBsmtSF,1202,1,243000.0
TotalBsmtSF,1151,1,211000.0
TotalBsmtSF,2216,1,501837.0
TotalBsmtSF,968,1,100000.0
TotalBsmtSF,1490,1,204000.0
TotalBsmtSF,979,1,145000.0
TotalBsmtSF,561,1,124000.0
TotalBsmtSF,696,1,155000.0
TotalBsmtSF,1330,1,272000.0
TotalBsmtSF,817,1,214900.0
TotalBsmtSF,1098,1,135000.0
TotalBsmtSF,1428,1,182000.0
TotalBsmtSF,673,1,165000.0
TotalBsmtSF,1241,1,199900.0
TotalBsmtSF,1225,1,336000.0
TotalBsmtSF,1266,1,159895.0
TotalBsmtSF,485,1,117000.0
TotalBsmtSF,1272,1,145900.0
TotalBsmtSF,774,1,269500.0
TotalBsmtSF,1149,1,152000.0
TotalBsmtSF,1396,1,348000.0
TotalBsmtSF,822,1,187000.0
TotalBsmtSF,1700,1,337500.0
TotalBsmtSF,1007,1,91000.0
TotalBsmtSF,1187,1,206000.0
TotalBsmtSF,1574,1,232000.0
TotalBsmtSF,985,1,149900.0
TotalBsmtSF,602,1,165000.0
TotalBsmtSF,1022,1,85000.0
TotalBsmtSF,945,1,127500.0
TotalBsmtSF,1809,1,217000.0
TotalBsmtSF,1125,1,155000.0
TotalBsmtSF,1673,1,320000.0
TotalBsmtSF,1235,1,98600.0
TotalBsmtSF,1267,1,220000.0
TotalBsmtSF,1907,1,171000.0
TotalBsmtSF,1610,1,205000.0
TotalBsmtSF,741,1,178000.0
TotalBsmtSF,1226,1,198900.0
TotalBsmtSF,641,1,100000.0
TotalBsmtSF,789,1,115000.0
TotalBsmtSF,2223,1,244000.0
TotalBsmtSF,1504,1,203000.0
TotalBsmtSF,1132,1,176000.0
TotalBsmtSF,1565,1,287000.0
TotalBsmtSF,1654,1,230000.0
TotalBsmtSF,1620,1,315500.0
TotalBsmtSF,1475,1,262280.0
TotalBsmtSF,2524,1,278000.0
TotalBsmtSF,1992,1,556581.0
TotalBsmtSF,1193,1,180000.0
TotalBsmtSF,973,1,248000.0
TotalBsmtSF,1288,1,260000.0
TotalBsmtSF,662,1,90000.0
TotalBsmtSF,1103,1,110500.0
TotalBsmtSF,1154,1,154000.0
TotalBsmtSF,942,1,151400.0
TotalBsmtSF,1048,1,135000.0
TotalBsmtSF,727,1,154000.0
TotalBsmtSF,690,1,159500.0
TotalBsmtSF,1459,1,192000.0
TotalBsmtSF,1251,1,160000.0
TotalBsmtSF,1247,1,197000.0
TotalBsmtSF,1074,1,170000.0
TotalBsmtSF,1271,1,157000.0
TotalBsmtSF,290,1,60000.0
TotalBsmtSF,655,1,159500.0
TotalBsmtSF,458,1,83000.0
TotalBsmtSF,1463,1,325000.0
TotalBsmtSF,1836,1,280000.0
TotalBsmtSF,408,1,184100.0
TotalBsmtSF,533,1,140000.0
TotalBsmtSF,1552,1,212900.0
TotalBsmtSF,1005,1,115000.0
TotalBsmtSF,974,1,93500.0
TotalBsmtSF,1567,1,196000.0
TotalBsmtSF,1006,1,80000.0
TotalBsmtSF,1042,1,149000.0
TotalBsmtSF,1298,1,180000.0
TotalBsmtSF,704,1,174500.0
TotalBsmtSF,854,1,220000.0
TotalBsmtSF,462,1,91000.0
TotalBsmtSF,1768,1,136500.0
TotalBsmtSF,1563,1,245000.0
TotalBsmtSF,2110,1,244000.0
TotalBsmtSF,932,1,124000.0
TotalBsmtSF,1219,1,179900.0
TotalBsmtSF,1296,1,224000.0
TotalBsmtSF,1198,1,108959.0
TotalBsmtSF,959,1,173000.0
TotalBsmtSF,1261,1,163000.0
TotalBsmtSF,1598,1,200500.0
TotalBsmtSF,1683,1,285000.0
TotalBsmtSF,818,1,115000.0
TotalBsmtSF,1600,1,392500.0
TotalBsmtSF,2396,1,745000.0
TotalBsmtSF,831,1,195000.0
TotalBsmtSF,1224,1,165000.0
TotalBsmtSF,663,1,158000.0
TotalBsmtSF,879,1,219210.0
TotalBsmtSF,771,1,177500.0
TotalBsmtSF,815,1,144000.0
TotalBsmtSF,1630,1,213000.0
TotalBsmtSF,2158,1,271900.0
TotalBsmtSF,931,1,140000.0
TotalBsmtSF,1660,1,290000.0
TotalBsmtSF,559,1,164000.0
TotalBsmtSF,1300,1,229456.0
TotalBsmtSF,1702,1,367294.0
TotalBsmtSF,1075,1,127000.0
TotalBsmtSF,1361,1,190000.0
TotalBsmtSF,1106,1,132500.0
TotalBsmtSF,1476,1,265900.0
TotalBsmtSF,1689,1,248328.0
TotalBsmtSF,2076,1,465000.0
TotalBsmtSF,792,1,230000.0
TotalBsmtSF,911,1,132500.0
TotalBsmtSF,693,1,52500.0
TotalBsmtSF,1732,1,283463.0
TotalBsmtSF,1192,1,294000.0
TotalBsmtSF,746,1,165400.0
TotalBsmtSF,1986,1,301500.0
TotalBsmtSF,841,1,181000.0
TotalBsmtSF,2002,1,378500.0
TotalBsmtSF,1332,1,260000.0
TotalBsmtSF,1019,1,177000.0
TotalBsmtSF,661,1,139000.0
TotalBsmtSF,1309,1,180000.0
TotalBsmtSF,1328,1,143000.0
TotalBsmtSF,1085,1,281000.0
TotalBsmtSF,6110,1,160000.0
TotalBsmtSF,1246,1,154000.0
TotalBsmtSF,1485,1,282922.0
TotalBsmtSF,1175,1,345000.0
TotalBsmtSF,1253,1,157000.0
TotalBsmtSF,862,1,120000.0
TotalBsmtSF,1777,1,230000.0
TotalBsmtSF,1060,1,154000.0
TotalBsmtSF,1704,1,306000.0
TotalBsmtSF,1398,1,165500.0
TotalBsmtSF,1356,1,246578.0
TotalBsmtSF,1297,1,153000.0
TotalBsmtSF,1150,1,141000.0
TotalBsmtSF,1752,1,319900.0
TotalBsmtSF,1434,1,239686.0
TotalBsmtSF,736,1,113000.0
TotalBsmtSF,955,1,127000.0
TotalBsmtSF,1842,1,385000.0
TotalBsmtSF,570,1,170000.0
TotalBsmtSF,1980,1,315000.0
TotalBsmtSF,873,1,193000.0
TotalBsmtSF,757,1,127000.0
TotalBsmtSF,1108,1,274300.0
TotalBsmtSF,2633,1,466500.0
TotalBsmtSF,1571,1,239000.0
TotalBsmtSF,984,1,117000.0
TotalBsmtSF,1205,1,237500.0
TotalBsmtSF,714,1,136000.0
TotalBsmtSF,1746,1,377500.0
TotalBsmtSF,1525,1,235000.0
TotalBsmtSF,482,1,163000.0
TotalBsmtSF,1542,1,210000.0
TotalBsmtSF,839,1,193000.0
TotalBsmtSF,1286,1,193879.0
Heating,GasA,1428,164500.0
Heating,GasW,18,134950.0
Heating,Grav,7,79000.0
Heating,Wall,4,91450.0
Heating,OthW,2,125750.0
Heating,Floor,1,72500.0
HeatingQC,Ex,741,194700.0
HeatingQC,TA,428,135000.0
HeatingQC,Gd,241,152000.0
HeatingQC,Fa,49,123500.0
HeatingQC,Po,1,87000.0
CentralAir,Y,1365,168000.0
CentralAir,N,95,98000.0
Electrical,SBrkr,1334,170000.0
Electrical,FuseA,94,121250.0
Electrical,FuseF,27,115000.0
Electrical,FuseP,3,82000.0
Electrical,Mix,1,67000.0
1stFlrSF,864,25,120500.0
1stFlrSF,1040,16,128250.0
1stFlrSF,912,14,140500.0
1stFlrSF,894,12,128600.0
1stFlrSF,848,12,143500.0
1stFlrSF,672,11,113000.0
1stFlrSF,630,9,86000.0
1stFlrSF,816,9,120500.0
1stFlrSF,960,7,124500.0
1stFlrSF,936,7,135900.0
1stFlrSF,832,7,162900.0
1stFlrSF,483,7,94500.0
1stFlrSF,1728,6,146750.0
1stFlrSF,1056,6,140700.0
1stFlrSF,990,6,141500.0
1stFlrSF,840,6,142200.0
1stFlrSF,764,6,173500.0
1stFlrSF,720,6,107950.0
1stFlrSF,728,6,174392.5
1stFlrSF,882,6,109500.0
1stFlrSF,980,5,135500.0
1stFlrSF,804,5,168500.0
1stFlrSF,1088,5,170000.0
1stFlrSF,780,5,124900.0
1stFlrSF,520,5,144152.0
1stFlrSF,948,5,119000.0
1stFlrSF,1026,5,156000.0
1stFlrSF,988,5,128500.0
1stFlrSF,1494,5,221000.0
1stFlrSF,1314,5,207500.0
1stFlrSF,1080,5,141000.0
1stFlrSF,1200,5,177500.0
1stFlrSF,616,5,115000.0
1stFlrSF,958,5,143750.0
1stFlrSF,698,5,118000.0
1stFlrSF,1236,5,149700.0
1stFlrSF,1392,5,166000.0
1stFlrSF,796,5,112000.0
1stFlrSF,798,5,167900.0
1stFlrSF,768,5,132000.0
1stFlrSF,1072,5,145000.0
1stFlrSF,858,5,116500.0
1stFlrSF,1422,5,175500.0
1stFlrSF,1120,5,142953.0
1stFlrSF,774,5,170000.0
1stFlrSF,1144,5,131400.0
1stFlrSF,1128,4,158950.0
1stFlrSF,884,4,183250.0
1stFlrSF,892,4,124443.5
1stFlrSF,1328,4,156500.0
1stFlrSF,1057,4,175750.0
1stFlrSF,1188,4,149950.0
1stFlrSF,1086,4,177225.0
1stFlrSF,1048,4,124000.0
1stFlrSF,900,4,128900.0
1stFlrSF,1092,4,143000.0
1stFlrSF,970,4,131250.0
1stFlrSF,1337,4,180500.0
1stFlrSF,902,4,135500.0
1stFlrSF,1136,4,153750.0
1stFlrSF,928,4,134500.0
1stFlrSF,1053,4,178500.0
1stFlrSF,1306,4,174500.0
1stFlrSF,1440,4,166450.0
1stFlrSF,847,4,217250.0
1stFlrSF,756,4,151750.0
1stFlrSF,1050,4,134000.0
1stFlrSF,860,4,185500.0
1stFlrSF,866,4,204950.0
1stFlrSF,1164,4,175500.0
1stFlrSF,1004,4,154000.0
1stFlrSF,855,4,147750.0
1stFlrSF,810,4,157950.0
1stFlrSF,1442,4,180200.0
1stFlrSF,1022,4,171950.0
1stFlrSF,952,4,137375.0
1stFlrSF,1096,3,170000.0
1stFlrSF,1060,3,154000.0
1stFlrSF,1504,3,191000.0
1stFlrSF,1152,3,158500.0
1stFlrSF,1008,3,134500.0
1stFlrSF,944,3,139500.0
1stFlrSF,1097,3,152000.0
1stFlrSF,918,3,164000.0
1stFlrSF,1646,3,275000.0
1stFlrSF,773,3,127000.0
1stFlrSF,1500,3,246578.0
1stFlrSF,546,3,83500.0
1stFlrSF,1098,3,176000.0
1stFlrSF,1466,3,201000.0
1stFlrSF,954,3,119750.0
1stFlrSF,976,3,160000.0
1stFlrSF,1220,3,194000.0
1stFlrSF,1656,3,215000.0
1stFlrSF,1518,3,274000.0
1stFlrSF,904,3,109900.0
1stFlrSF,943,3,185000.0
1stFlrSF,1352,3,208900.0
1stFlrSF,997,3,135000.0
1stFlrSF,729,3,175000.0
1stFlrSF,1216,3,164000.0
1stFlrSF,1844,3,223000.0
1stFlrSF,1535,3,118964.0
1stFlrSF,1166,3,190000.0
1stFlrSF,1276,3,234000.0
1stFlrSF,1344,3,144000.0
1stFlrSF,1208,3,195400.0
1stFlrSF,979,3,145000.0
1stFlrSF,694,3,105000.0
1stFlrSF,1258,3,145000.0
1stFlrSF,1689,3,248328.0
1stFlrSF,792,3,109500.0
1stFlrSF,1032,3,140000.0
1stFlrSF,1360,3,187500.0
1stFlrSF,983,3,160000.0
1stFlrSF,1484,3,213000.0
1stFlrSF,888,3,171000.0
1stFlrSF,916,3,168000.0
1stFlrSF,999,3,134500.0
1stFlrSF,1006,3,213000.0
1stFlrSF,1301,3,187750.0
1stFlrSF,684,3,114504.0
1stFlrSF,833,3,117000.0
1stFlrSF,874,3,144000.0
1stFlrSF,1800,3,239000.0
1stFlrSF,742,3,172500.0
1stFlrSF,1126,3,160000.0
1stFlrSF,1370,3,202500.0
1stFlrSF,1134,3,135000.0
1stFlrSF,1680,3,213250.0
1stFlrSF,1268,3,143500.0
1stFlrSF,1112,3,225000.0
1stFlrSF,1142,3,197900.0
1stFlrSF,1652,3,325000.0
1stFlrSF,1478,3,157500.0
1stFlrSF,1734,3,318000.0
1stFlrSF,1214,3,143000.0
1stFlrSF,910,3,152000.0
1stFlrSF,1383,3,165000.0
1stFlrSF,1052,3,155000.0
1stFlrSF,1005,3,225000.0
1stFlrSF,1302,3,158000.0
1stFlrSF,1252,3,172500.0
1stFlrSF,1148,3,131000.0
1stFlrSF,1095,3,140000.0
1stFlrSF,1113,3,148000.0
1stFlrSF,1362,3,194700.0
1stFlrSF,1212,3,178000.0
1stFlrSF,1224,3,153337.0
1stFlrSF,968,3,100000.0
1stFlrSF,901,3,200100.0
1stFlrSF,1414,3,178740.0
1stFlrSF,808,3,135000.0
1stFlrSF,1077,3,91000.0
1stFlrSF,1694,3,307000.0
1stFlrSF,1262,2,183250.0
1stFlrSF,1221,2,174000.0
1stFlrSF,1246,2,138250.0
1stFlrSF,1294,2,186539.5
1stFlrSF,708,2,131200.0
1stFlrSF,1584,2,190000.0
1stFlrSF,1140,2,131250.0
1stFlrSF,725,2,157250.0
1stFlrSF,1431,2,178500.0
1stFlrSF,1121,2,139500.0
1stFlrSF,920,2,211750.0
1stFlrSF,961,2,129500.0
1stFlrSF,1145,2,205100.0
1stFlrSF,1182,2,269250.0
1stFlrSF,1253,2,166500.0
1stFlrSF,1630,2,254246.5
1stFlrSF,959,2,150250.0
1stFlrSF,950,2,119750.0
1stFlrSF,1530,2,259500.0
1stFlrSF,1298,2,215000.0
1stFlrSF,769,2,177250.0
1stFlrSF,1340,2,150567.0
1stFlrSF,932,2,188339.0
1stFlrSF,689,2,161375.0
1stFlrSF,1137,2,243750.0
1stFlrSF,811,2,136450.0
1stFlrSF,1555,2,183250.0
1stFlrSF,1194,2,153750.0
1stFlrSF,1130,2,227500.0
1stFlrSF,1338,2,206750.0
1stFlrSF,1114,2,157000.0
1stFlrSF,1339,2,159500.0
1stFlrSF,1158,2,241650.0
1stFlrSF,1108,2,206850.0
1stFlrSF,1795,2,188500.0
1stFlrSF,1600,2,231900.0
1stFlrSF,1228,2,169175.0
1stFlrSF,1234,2,232450.0
1stFlrSF,1700,2,182750.0
1stFlrSF,691,2,136750.0
1stFlrSF,1664,2,118000.0
1stFlrSF,1082,2,185600.0
1stFlrSF,1014,2,144750.0
1stFlrSF,1222,2,187500.0
1stFlrSF,1180,2,207250.0
1stFlrSF,1687,2,178500.0
1stFlrSF,1055,2,238000.0
1stFlrSF,1168,2,157500.0
1stFlrSF,869,2,108250.0
1stFlrSF,1118,2,183000.0
1stFlrSF,1636,2,227750.0
1stFlrSF,1020,2,218500.0
1stFlrSF,1001,2,131000.0
1stFlrSF,1316,2,185065.5
1stFlrSF,572,2,97950.0
1stFlrSF,1232,2,178500.0
1stFlrSF,1572,2,299600.0
1stFlrSF,1541,2,212500.0
1stFlrSF,1149,2,203950.0
1stFlrSF,1382,2,162000.0
1stFlrSF,1482,2,290500.0
1stFlrSF,926,2,155500.0
1stFlrSF,802,2,172500.0
1stFlrSF,778,2,158750.0
1stFlrSF,1363,2,203200.0
1stFlrSF,925,2,122250.0
1stFlrSF,872,2,129250.0
1stFlrSF,1175,2,264150.0
1stFlrSF,1468,2,239800.0
1stFlrSF,1575,2,227085.0
1stFlrSF,625,2,168300.0
1stFlrSF,1079,2,236615.0
1stFlrSF,1644,2,221000.0
1stFlrSF,896,2,125500.0
1stFlrSF,1710,2,306201.0
1stFlrSF,1002,2,120000.0
1stFlrSF,1428,2,204840.0
1stFlrSF,1661,2,195200.0
1stFlrSF,1489,2,209175.0
1stFlrSF,1160,2,161225.0
1stFlrSF,1516,2,230500.0
1stFlrSF,1506,2,238811.0
1stFlrSF,1324,2,207000.0
1stFlrSF,938,2,126125.0
1stFlrSF,1041,2,149750.0
1stFlrSF,2000,2,325450.0
1stFlrSF,1122,2,186000.0
1stFlrSF,697,2,134600.0
1stFlrSF,972,2,136100.0
1stFlrSF,716,2,169750.0
1stFlrSF,1153,2,241250.0
1stFlrSF,1632,2,141000.0
1stFlrSF,955,2,151750.0
1stFlrSF,1296,2,155000.0
1stFlrSF,1836,2,248418.5
1stFlrSF,1062,2,191400.0
1stFlrSF,1127,2,217395.0
1stFlrSF,1178,2,137250.0
1stFlrSF,1776,2,196731.5
1stFlrSF,1616,2,234250.0
1stFlrSF,1464,2,228961.0
1stFlrSF,757,2,153700.0
1stFlrSF,1372,2,255290.0
1stFlrSF,1163,2,155587.5
1stFlrSF,803,2,106250.0
1stFlrSF,1445,2,186250.0
1stFlrSF,1629,2,277000.0
1stFlrSF,1358,2,215500.0
1stFlrSF,923,2,131250.0
1stFlrSF,1291,2,162200.0
1stFlrSF,1668,2,258500.0
1stFlrSF,1190,2,170000.0
1stFlrSF,1067,2,134750.0
1stFlrSF,1391,2,217899.5
1stFlrSF,1264,2,264709.5
1stFlrSF,993,2,212450.0
1stFlrSF,841,2,105000.0
1stFlrSF,1453,2,246000.0
1stFlrSF,660,2,158500.0
1stFlrSF,1686,2,304750.0
1stFlrSF,1437,2,193000.0
1stFlrSF,1012,2,141775.0
1stFlrSF,1350,2,166750.0
1stFlrSF,800,2,116500.0
1stFlrSF,1567,2,230280.5
1stFlrSF,981,2,159125.0
1stFlrSF,1094,2,171000.0
1stFlrSF,600,2,94450.0
1stFlrSF,1940,2,377146.0
1stFlrSF,1054,2,144250.0
1stFlrSF,807,2,181600.0
1stFlrSF,996,2,127500.0
1stFlrSF,790,2,140500.0
1stFlrSF,953,2,173700.0
1stFlrSF,789,2,105750.0
1stFlrSF,1436,2,234750.0
1stFlrSF,1125,2,140000.0
1stFlrSF,1699,2,244500.0
1stFlrSF,612,2,169116.5
1stFlrSF,1479,2,208500.0
1stFlrSF,747,2,79950.0
1stFlrSF,1132,2,242500.0
1stFlrSF,1496,2,270800.0
1stFlrSF,1320,2,215239.5
1stFlrSF,779,2,131800.0
1stFlrSF,825,2,128750.0
1stFlrSF,1069,2,133750.0
1stFlrSF,1368,2,202582.5
1stFlrSF,1580,2,287564.0
1stFlrSF,939,2,175500.0
1stFlrSF,784,2,92750.0
1stFlrSF,1269,2,173500.0
1stFlrSF,1742,2,350500.0
1stFlrSF,788,2,142000.0
1stFlrSF,735,2,135500.0
1stFlrSF,876,2,161700.0
1stFlrSF,1310,2,252495.0
1stFlrSF,1167,2,158500.0
1stFlrSF,2020,2,273430.5
1stFlrSF,1378,2,132750.0
1stFlrSF,1266,2,167947.5
1stFlrSF,1476,2,379630.5
1stFlrSF,820,2,131200.0
1stFlrSF,880,2,175500.0
1stFlrSF,1601,2,214500.0
1stFlrSF,2069,2,311000.0
1stFlrSF,1588,2,220500.0
1stFlrSF,1610,2,265312.0
1stFlrSF,1226,2,184200.0
1stFlrSF,1620,2,232750.0
1stFlrSF,1028,2,152000.0
1stFlrSF,1196,2,124450.0
1stFlrSF,707,2,156500.0
1stFlrSF,1718,2,317250.0
1stFlrSF,1073,2,132240.0
1stFlrSF,1766,2,265439.0
1stFlrSF,1133,2,232606.5
1stFlrSF,845,2,106750.0
1stFlrSF,1065,2,170750.0
1stFlrSF,786,2,172450.0
1stFlrSF,624,2,129000.0
1stFlrSF,1277,2,216000.0
1stFlrSF,1502,2,222585.0
1stFlrSF,765,2,123750.0
1stFlrSF,827,2,159750.0
1stFlrSF,734,2,154070.0
1stFlrSF,956,2,216450.0
1stFlrSF,1165,2,216450.0
1stFlrSF,964,2,142750.0
1stFlrSF,854,2,130250.0
1stFlrSF,1078,2,146012.5
1stFlrSF,1256,1,147500.0
1stFlrSF,754,1,167500.0
1stFlrSF,984,1,117000.0
1stFlrSF,1571,1,239000.0
1stFlrSF,2633,1,466500.0
1stFlrSF,814,1,216000.0
1stFlrSF,1281,1,104900.0
1stFlrSF,929,1,104000.0
1stFlrSF,1713,1,274900.0
1stFlrSF,1279,1,171500.0
1stFlrSF,865,1,112000.0
1stFlrSF,1696,1,143900.0
1stFlrSF,1100,1,141000.0
1stFlrSF,1107,1,200000.0
1stFlrSF,1034,1,169900.0
1stFlrSF,2110,1,244000.0
1stFlrSF,1405,1,171750.0
1stFlrSF,760,1,165400.0
1stFlrSF,1987,1,301500.0
1stFlrSF,1104,1,161500.0
1stFlrSF,713,1,183900.0
1stFlrSF,2018,1,378500.0
1stFlrSF,1968,1,381000.0
1stFlrSF,933,1,210000.0
1stFlrSF,1888,1,190000.0
1stFlrSF,679,1,120000.0
1stFlrSF,813,1,110000.0
1stFlrSF,1533,1,280000.0
1stFlrSF,1013,1,85000.0
1stFlrSF,1235,1,98600.0
1stFlrSF,1260,1,133900.0
1stFlrSF,905,1,204750.0
1stFlrSF,2117,1,237500.0
1stFlrSF,741,1,125500.0
1stFlrSF,1569,1,175900.0
1stFlrSF,1223,1,271000.0
1stFlrSF,962,1,186500.0
1stFlrSF,1537,1,174000.0
1stFlrSF,1932,1,394617.0
1stFlrSF,1218,1,208300.0
1stFlrSF,885,1,185000.0
1stFlrSF,526,1,91000.0
1stFlrSF,1768,1,136500.0
1stFlrSF,682,1,110000.0
1stFlrSF,1563,1,245000.0
1stFlrSF,1242,1,175500.0
1stFlrSF,1663,1,256000.0
1stFlrSF,575,1,155000.0
1stFlrSF,849,1,188700.0
1stFlrSF,1634,1,250000.0
1stFlrSF,1161,1,190000.0
1stFlrSF,1976,1,440000.0
1stFlrSF,1493,1,208900.0
1stFlrSF,1412,1,175000.0
1stFlrSF,2402,1,555000.0
1stFlrSF,680,1,185000.0
1stFlrSF,835,1,83000.0
1stFlrSF,1225,1,128950.0
1stFlrSF,977,1,178000.0
1stFlrSF,2223,1,244000.0
1stFlrSF,806,1,168000.0
1stFlrSF,1071,1,280000.0
1stFlrSF,1602,1,215000.0
1stFlrSF,1470,1,315000.0
1stFlrSF,1131,1,89471.0
1stFlrSF,1850,1,326000.0
1stFlrSF,1792,1,374000.0
1stFlrSF,886,1,91300.0
1stFlrSF,3228,1,430000.0
1stFlrSF,899,1,130000.0
1stFlrSF,1801,1,289000.0
1stFlrSF,1557,1,234000.0
1stFlrSF,1389,1,170000.0
1stFlrSF,907,1,109008.0
1stFlrSF,1856,1,394432.0
1stFlrSF,1007,1,179000.0
1stFlrSF,658,1,81000.0
1stFlrSF,1288,1,245500.0
1stFlrSF,495,1,198500.0
1stFlrSF,1244,1,150000.0
1stFlrSF,3138,1,184750.0
1stFlrSF,605,1,86000.0
1stFlrSF,2515,1,200624.0
1stFlrSF,1509,1,175000.0
1stFlrSF,751,1,128000.0
1stFlrSF,334,1,39300.0
1stFlrSF,1159,1,158000.0
1stFlrSF,877,1,145000.0
1stFlrSF,703,1,146000.0
1stFlrSF,1429,1,181900.0
1stFlrSF,2042,1,253293.0
1stFlrSF,1521,1,325000.0
1stFlrSF,989,1,133000.0
1stFlrSF,2028,1,369900.0
1stFlrSF,838,1,130000.0
1stFlrSF,1473,1,143000.0
1stFlrSF,1838,1,315000.0
1stFlrSF,767,1,133000.0
1stFlrSF,664,1,179665.0
1stFlrSF,1377,1,229000.0
1stFlrSF,915,1,210000.0
1stFlrSF,1717,1,255500.0
1stFlrSF,897,1,108000.0
1stFlrSF,1426,1,438780.0
1stFlrSF,581,1,101000.0
1stFlrSF,1394,1,159000.0
1stFlrSF,1287,1,162000.0
1stFlrSF,752,1,125000.0
1stFlrSF,1319,1,123000.0
1stFlrSF,914,1,148000.0
1stFlrSF,1047,1,100000.0
1stFlrSF,1282,1,383970.0
1stFlrSF,2259,1,217000.0
1stFlrSF,1619,1,228950.0
1stFlrSF,1143,1,317000.0
1stFlrSF,2207,1,180000.0
1stFlrSF,1304,1,225000.0
