OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,LotArea,Exterior2nd_encoded,BsmtQual_Gd,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,GarageType_Attchd,HeatingQC_Ex,BsmtUnfSF,BsmtQual_Ex,OverallCond,BsmtFinType1_GLQ,GarageFinish_Fin,GarageType_Detchd,WoodDeckSF,Foundation_CBlock,HeatingQC_TA,LotShape_Reg,KitchenQual_Ex,GarageFinish_RFn,MSZoning_RM,HalfBath,MasVnrArea,SaleType_New,MasVnrType_None,SaleCondition_Partial,FireplaceQu_Gd
6,197852.95625689375,848,2004,848,420,2,848,200553.52721353355,0.0,2004.0,1,2004,0.0,3,1.0,0,1.0,1.0,0.0,1.0,0,4426,214459.1079261725,1.0,662,0.0,0,213758.9794073611,1.0,1.0,186,0.0,5,1.0,0.0,0.0,160,0.0,0.0,1.0,0.0,1.0,1.0,0,169.0,0.0,0.0,0.0,0.0
4,146002.31590615463,864,1970,864,463,2,864,185216.8145154394,1.0,1994.0,1,1970,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,8120,149947.9506734463,0.0,191,1.0,0,149564.74839271925,0.0,1.0,673,0.0,7,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4,128741.58806723716,1470,1954,941,548,1,997,143562.47168821347,1.0,1958.0,2,1972,1.0,7,0.0,473,1.0,0.0,1.0,1.0,0,8172,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,1.0,941,0.0,6,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
9,128741.58806723716,1698,2007,1698,768,3,1698,185216.8145154394,0.0,2007.0,2,2008,0.0,8,0.0,0,1.0,0.0,0.0,0.0,1,13286,229287.87532444185,0.0,1234,0.0,64,230871.94185146698,1.0,1.0,464,1.0,5,1.0,1.0,0.0,327,0.0,0.0,0.0,1.0,0.0,0.0,0,340.0,0.0,0.0,0.0,1.0
4,146002.31590615463,864,1970,864,660,2,864,185216.8145154394,1.0,1989.0,1,1970,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,6960,168202.02373979686,0.0,375,1.0,0,163157.5084968204,0.0,0.0,250,0.0,6,0.0,0.0,1.0,96,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,210053.6806690568,1680,1988,880,540,2,1680,185216.8145154394,0.0,1988.0,2,2007,0.0,5,1.0,0,0.0,1.0,0.0,0.0,1,21695,168202.02373979686,1.0,808,0.0,44,149991.83282507706,1.0,1.0,72,0.0,9,1.0,1.0,0.0,292,1.0,0.0,0.0,0.0,0.0,0.0,0,260.0,0.0,0.0,0.0,1.0
7,197852.95625689375,1232,2007,1232,632,2,1232,185216.8145154394,0.0,2007.0,2,2007,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,7314,214459.1079261725,1.0,724,0.0,0,213758.9794073611,1.0,1.0,508,0.0,5,1.0,0.0,0.0,132,0.0,0.0,1.0,0.0,1.0,0.0,0,82.0,0.0,0.0,0.0,0.0
5,146002.31590615463,1776,1958,1584,888,3,1776,134435.21499605573,1.0,1968.0,2,1958,1.0,9,0.0,0,0.0,0.0,1.0,1.0,0,11475,214459.1079261725,0.0,0,1.0,25,213758.9794073611,0.0,0.0,1584,0.0,5,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,95.0,0.0,0.0,0.0,0.0
4,102250.27354713033,1208,1925,780,539,2,848,97045.4484970136,1.0,1962.0,1,1950,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,6240,149947.9506734463,0.0,152,1.0,23,149564.74839271925,0.0,0.0,628,0.0,5,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
8,305515.5921073443,1616,1995,1595,608,2,1616,200553.52721353355,0.0,1995.0,2,1996,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,5389,229287.87532444185,1.0,1180,0.0,152,230871.94185146698,1.0,1.0,415,0.0,5,1.0,0.0,0.0,237,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,242600.8788102882,1146,2003,868,438,2,1146,169968.11025501642,0.0,2003.0,2,2003,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,9590,214459.1079261725,0.0,786,0.0,22,213758.9794073611,1.0,1.0,82,1.0,5,1.0,1.0,0.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0,442.0,0.0,0.0,0.0,1.0
7,197852.95625689375,2031,1998,1153,541,2,1153,239751.77464930317,0.0,1998.0,2,1999,0.0,8,1.0,878,1.0,1.0,0.0,0.0,1,11404,214459.1079261725,1.0,252,0.0,84,213758.9794073611,1.0,1.0,901,0.0,5,0.0,1.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,1,202.0,0.0,0.0,0.0,0.0
5,137381.63193054605,1144,1961,864,264,1,1144,185216.8145154394,1.0,1961.0,1,1983,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,10000,167725.35766726418,0.0,594,0.0,0,163157.5084968204,1.0,1.0,270,0.0,6,0.0,0.0,0.0,165,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,137381.63193054605,948,1968,948,300,1,948,185216.8145154394,1.0,1968.0,1,1968,1.0,6,0.0,0,1.0,0.0,1.0,1.0,0,8978,168202.02373979686,0.0,0,1.0,0,175988.14123661423,1.0,0.0,948,0.0,5,0.0,0.0,0.0,147,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,128687.62627009608,1768,1914,880,320,2,880,191760.61145829133,1.0,1914.0,1,1970,1.0,6,0.0,888,0.0,0.0,0.0,0.0,2,10800,148550.43128682298,1.0,390,1.0,341,149991.83282507706,0.0,0.0,490,0.0,7,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0
3,146002.31590615463,1040,1950,0,400,2,1040,134435.21499605573,1.0,1949.0,2,1950,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,8544,162009.0657984921,0.0,0,1.0,0,163680.0151842674,0.0,0.0,0,0.0,4,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,192705.45493488692,1801,2005,893,800,3,901,239751.77464930317,0.0,2005.0,2,2005,0.0,8,1.0,900,1.0,1.0,0.0,0.0,1,10463,214459.1079261725,1.0,0,0.0,116,213758.9794073611,1.0,1.0,893,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
5,128741.58806723716,1200,1987,1200,0,0,1200,134435.21499605573,1.0,0.0,3,1988,1.0,5,0.0,0,0.0,0.0,0.0,1.0,0,10800,168202.02373979686,1.0,1200,0.0,0,175988.14123661423,0.0,0.0,0,0.0,5,1.0,0.0,0.0,120,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1728,2004,864,572,2,864,239751.77464930317,0.0,2004.0,2,2004,0.0,7,1.0,864,1.0,1.0,0.0,1.0,0,9313,214459.1079261725,1.0,0,0.0,56,213758.9794073611,1.0,1.0,864,0.0,5,0.0,0.0,0.0,187,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5,128687.62627009608,1432,1910,264,360,2,768,167004.51466870413,1.0,1910.0,2,2002,1.0,7,0.0,664,0.0,0.0,0.0,1.0,0,9600,161831.5485843834,0.0,0,1.0,0,149991.83282507706,0.0,1.0,264,0.0,7,0.0,0.0,1.0,270,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
6,137381.63193054605,912,1961,912,288,1,912,185216.8145154394,1.0,1962.0,1,1996,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,6768,167725.35766726418,0.0,832,1.0,0,163157.5084968204,0.0,0.0,80,0.0,8,1.0,0.0,1.0,168,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,186462.03991318255,1349,2000,1349,539,2,1349,185216.8145154394,1.0,2000.0,2,2001,1.0,6,0.0,0,1.0,0.0,0.0,1.0,0,8450,214459.1079261725,1.0,0,1.0,55,213758.9794073611,1.0,1.0,1349,0.0,5,0.0,0.0,0.0,120,0.0,0.0,1.0,0.0,0.0,0.0,0,108.0,0.0,0.0,0.0,0.0
5,137381.63193054605,1464,1963,520,480,2,1464,169968.11025501642,1.0,1997.0,2,1999,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,12886,167725.35766726418,1.0,444,0.0,0,163157.5084968204,1.0,1.0,76,0.0,6,0.0,0.0,0.0,302,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,305515.5921073443,1337,1993,1337,462,2,1337,200553.52721353355,0.0,1993.0,2,1993,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,5395,167725.35766726418,1.0,733,0.0,0,163157.5084968204,1.0,0.0,604,0.0,5,1.0,0.0,0.0,96,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,188940.34317285073,2715,1976,1142,831,2,1175,239751.77464930317,0.0,1994.0,3,1996,0.0,11,0.0,1540,0.0,1.0,1.0,0.0,2,8963,214459.1079261725,0.0,575,0.0,204,213758.9794073611,0.0,1.0,487,0.0,9,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,289.0,0.0,0.0,0.0,0.0
7,192705.45493488692,2256,2000,952,554,2,980,239751.77464930317,0.0,2000.0,2,2000,0.0,8,1.0,1276,1.0,1.0,0.0,0.0,1,8795,214459.1079261725,1.0,300,0.0,54,213758.9794073611,0.0,1.0,652,0.0,5,1.0,1.0,0.0,224,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,128687.62627009608,2640,1880,1240,864,4,1320,167004.51466870413,0.0,1950.0,1,2003,0.0,8,1.0,1320,0.0,1.0,1.0,0.0,1,11700,156832.01462188712,0.0,0,1.0,0,163680.0151842674,0.0,0.0,1240,0.0,7,0.0,0.0,1.0,181,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0
7,331619.9617807369,1720,1996,1720,527,2,1720,185216.8145154394,0.0,1996.0,2,1996,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,10593,214459.1079261725,1.0,919,0.0,56,213758.9794073611,1.0,1.0,801,0.0,5,1.0,1.0,0.0,240,0.0,0.0,0.0,0.0,0.0,0.0,0,338.0,0.0,0.0,0.0,0.0
4,128741.58806723716,1529,1945,0,240,1,1088,143562.47168821347,1.0,1945.0,2,1950,1.0,9,0.0,441,0.0,0.0,0.0,1.0,0,8405,161831.5485843834,0.0,0,1.0,0,151776.38499225752,0.0,0.0,0,0.0,3,0.0,0.0,1.0,92,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4,128687.62627009608,1140,1910,576,0,0,792,143562.47168821347,1.0,0.0,1,2004,1.0,7,0.0,348,0.0,0.0,1.0,1.0,0,8800,148550.43128682298,0.0,0,0.0,160,149991.83282507706,0.0,0.0,576,0.0,7,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,192705.45493488692,1320,2003,660,400,2,660,239751.77464930317,0.0,2003.0,2,2003,0.0,6,1.0,660,1.0,1.0,0.0,1.0,0,7750,214459.1079261725,1.0,0,0.0,48,213758.9794073611,1.0,1.0,660,0.0,5,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,197852.95625689375,1494,1997,1479,576,2,1494,185216.8145154394,1.0,1997.0,2,1997,0.0,6,0.0,0,1.0,1.0,0.0,1.0,0,9236,214459.1079261725,1.0,1200,0.0,27,213758.9794073611,1.0,1.0,279,0.0,5,1.0,0.0,0.0,168,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,314535.49224090966,2098,2005,1030,878,3,1038,239751.77464930317,0.0,2005.0,2,2005,0.0,8,1.0,1060,1.0,0.0,0.0,0.0,1,10240,214459.1079261725,1.0,0,0.0,52,213758.9794073611,1.0,0.0,1030,0.0,5,0.0,0.0,0.0,192,0.0,0.0,1.0,1.0,1.0,0.0,1,178.0,0.0,0.0,0.0,1.0
6,146002.31590615463,1026,1969,1026,440,2,1026,185216.8145154394,1.0,1969.0,1,2005,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,7930,168202.02373979686,0.0,439,0.0,48,175988.14123661423,0.0,0.0,115,0.0,8,1.0,0.0,1.0,171,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,224868.92407805694,1471,1999,729,440,2,742,139308.05304360864,1.0,1999.0,2,1999,1.0,6,0.0,729,1.0,0.0,0.0,1.0,0,3230,149947.9506734463,1.0,381,1.0,24,149564.74839271925,0.0,0.0,348,0.0,5,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,894.0,0.0,0.0,0.0,0.0
8,197852.95625689375,1768,2007,866,578,2,866,239751.77464930317,0.0,2007.0,2,2007,0.0,7,1.0,902,1.0,1.0,0.0,1.0,0,10769,214459.1079261725,1.0,20,0.0,105,213758.9794073611,1.0,1.0,846,0.0,5,1.0,0.0,0.0,144,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,137381.63193054605,1386,1978,672,440,2,672,239751.77464930317,1.0,1978.0,2,1978,1.0,6,0.0,714,0.0,0.0,1.0,0.0,1,11616,167725.35766726418,0.0,438,0.0,0,163157.5084968204,1.0,0.0,234,0.0,5,0.0,1.0,0.0,335,1.0,1.0,0.0,0.0,0.0,0.0,1,328.0,0.0,0.0,0.0,0.0
7,224868.92407805694,1501,1999,744,440,2,757,139308.05304360864,1.0,1999.0,2,1999,1.0,6,0.0,744,1.0,0.0,0.0,1.0,0,2280,149947.9506734463,1.0,549,1.0,0,149564.74839271925,0.0,0.0,195,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,360.0,0.0,0.0,0.0,0.0
8,331619.9617807369,2531,1995,1318,752,3,1328,239751.77464930317,0.0,1995.0,2,1995,0.0,9,1.0,1203,1.0,1.0,0.0,0.0,1,12257,214459.1079261725,1.0,56,0.0,98,213758.9794073611,1.0,1.0,1198,0.0,5,0.0,0.0,0.0,222,0.0,0.0,0.0,0.0,1.0,0.0,1,513.0,0.0,0.0,0.0,0.0
6,146002.31590615463,864,1959,864,300,1,864,185216.8145154394,1.0,2008.0,1,1959,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,9100,148550.43128682298,0.0,612,1.0,0,149991.83282507706,0.0,1.0,252,0.0,6,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,125784.83719984665,1301,1924,1145,440,2,1301,97045.4484970136,1.0,1965.0,1,1950,0.0,5,0.0,0,1.0,0.0,1.0,1.0,0,6911,148550.43128682298,0.0,405,1.0,0,149991.83282507706,0.0,0.0,740,0.0,5,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,224868.92407805694,1547,2009,756,614,2,764,239751.77464930317,1.0,2009.0,2,2009,0.0,7,0.0,783,1.0,1.0,0.0,1.0,0,8640,214459.1079261725,1.0,24,1.0,45,213758.9794073611,1.0,1.0,732,0.0,5,1.0,0.0,0.0,169,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
8,331619.9617807369,2365,1999,1252,856,3,1268,239751.77464930317,0.0,1999.0,2,1999,0.0,8,1.0,1097,1.0,1.0,0.0,0.0,1,9430,214459.1079261725,1.0,1163,0.0,128,213758.9794073611,1.0,1.0,89,0.0,5,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,673.0,0.0,0.0,0.0,1.0
8,233952.53289924603,1494,1995,1494,481,2,1494,200553.52721353355,0.0,1995.0,1,1996,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,9549,195245.39979965202,1.0,437,0.0,30,194305.49793707748,1.0,1.0,0,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
9,224868.92407805694,1506,2008,1498,592,2,1506,185216.8145154394,0.0,2008.0,2,2008,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,14587,214459.1079261725,1.0,0,0.0,174,213758.9794073611,1.0,1.0,1498,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,284.0,1.0,0.0,1.0,1.0
7,188940.34317285073,1714,1988,980,496,2,980,239751.77464930317,1.0,1988.0,2,1988,1.0,7,0.0,734,0.0,0.0,0.0,0.0,1,10421,167725.35766726418,1.0,394,1.0,66,163157.5084968204,1.0,0.0,586,0.0,5,1.0,0.0,0.0,228,1.0,1.0,1.0,0.0,0.0,0.0,1,42.0,0.0,0.0,0.0,0.0
6,156763.32789581906,1750,1940,983,423,1,983,143562.47168821347,1.0,1989.0,2,1985,1.0,7,0.0,767,0.0,0.0,0.0,1.0,0,12508,214459.1079261725,1.0,660,1.0,0,213758.9794073611,1.0,1.0,323,0.0,7,0.0,0.0,0.0,245,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1836,2004,1860,484,2,1836,185216.8145154394,0.0,2004.0,2,2005,0.0,8,1.0,0,1.0,1.0,0.0,0.0,1,9100,214459.1079261725,1.0,24,0.0,33,213758.9794073611,1.0,1.0,1836,0.0,5,1.0,1.0,0.0,120,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
8,305515.5921073443,3279,2003,1650,841,3,1690,239751.77464930317,0.0,2003.0,3,2003,0.0,12,0.0,1589,1.0,0.0,0.0,0.0,1,53504,161831.5485843834,1.0,1416,0.0,36,230871.94185146698,0.0,1.0,234,0.0,5,0.0,1.0,0.0,503,0.0,0.0,0.0,1.0,0.0,0.0,1,603.0,0.0,0.0,0.0,1.0
5,137381.63193054605,858,1982,858,576,2,858,149387.161656712,1.0,1983.0,1,1982,1.0,5,0.0,0,0.0,0.0,0.0,1.0,0,7252,148550.43128682298,1.0,685,1.0,0,149991.83282507706,0.0,0.0,173,0.0,5,1.0,0.0,1.0,120,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4,128741.58806723716,1220,1951,836,396,2,1220,185216.8145154394,1.0,1951.0,1,1951,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,8877,148550.43128682298,0.0,836,1.0,0,149991.83282507706,0.0,0.0,0,0.0,5,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,128741.58806723716,1117,1976,1029,672,2,1117,169968.11025501642,1.0,1976.0,1,1976,1.0,6,0.0,0,0.0,0.0,1.0,0.0,1,7819,168202.02373979686,0.0,422,1.0,0,175988.14123661423,0.0,0.0,480,0.0,5,0.0,0.0,1.0,144,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,146002.31590615463,912,1958,912,275,1,912,185216.8145154394,1.0,1958.0,1,1958,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,10150,148550.43128682298,0.0,456,0.0,0,149991.83282507706,1.0,1.0,456,0.0,5,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0,1.0,0.0,1.0,0.0,0.0
8,314535.49224090966,1973,2006,1935,895,3,1973,185216.8145154394,0.0,2006.0,2,2006,0.0,9,1.0,0,1.0,1.0,0.0,0.0,1,14226,214459.1079261725,1.0,0,0.0,45,213758.9794073611,1.0,0.0,1935,0.0,5,0.0,1.0,0.0,315,0.0,0.0,1.0,0.0,0.0,0.0,0,375.0,1.0,0.0,1.0,1.0
6,156763.32789581906,1204,1998,1204,412,2,1204,200553.52721353355,1.0,1998.0,2,1998,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,4500,214459.1079261725,0.0,866,0.0,247,213758.9794073611,1.0,1.0,338,1.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,320.0,0.0,0.0,0.0,0.0
7,197852.95625689375,1614,2005,1614,865,3,1614,185216.8145154394,0.0,2005.0,2,2006,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,11210,214459.1079261725,1.0,20,0.0,59,213758.9794073611,1.0,1.0,1594,0.0,5,1.0,0.0,0.0,144,0.0,0.0,0.0,0.0,1.0,0.0,0,240.0,1.0,0.0,1.0,0.0
5,137381.63193054605,894,1974,864,440,2,894,185216.8145154394,1.0,1974.0,1,1974,1.0,5,0.0,0,0.0,0.0,1.0,0.0,1,13350,168202.02373979686,0.0,762,1.0,0,163157.5084968204,1.0,0.0,102,0.0,5,0.0,0.0,0.0,241,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,186462.03991318255,2020,1977,0,630,2,2020,134435.21499605573,1.0,1977.0,2,1977,1.0,10,0.0,0,0.0,0.0,0.0,0.0,2,8400,168202.02373979686,0.0,0,1.0,0,175988.14123661423,0.0,0.0,0,0.0,5,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,320.0,0.0,0.0,0.0,0.0
6,156763.32789581906,1004,1977,975,504,2,1004,134435.21499605573,1.0,1977.0,1,1977,1.0,4,0.0,0,0.0,0.0,0.0,1.0,0,10530,245602.76316281388,1.0,975,1.0,0,175988.14123661423,1.0,0.0,0,0.0,5,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0.0
7,192705.45493488692,1253,1995,1237,402,2,1253,185216.8145154394,1.0,1995.0,2,1996,1.0,6,0.0,0,1.0,0.0,0.0,0.0,1,7875,167725.35766726418,1.0,0,0.0,21,163157.5084968204,1.0,0.0,1237,0.0,5,0.0,1.0,0.0,220,0.0,0.0,1.0,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0.0
6,186462.03991318255,1603,1992,761,484,2,810,239751.77464930317,0.0,1992.0,2,1992,0.0,7,1.0,793,1.0,1.0,0.0,1.0,0,7153,214459.1079261725,1.0,387,0.0,124,213758.9794073611,1.0,1.0,374,0.0,5,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1430,2001,1413,605,2,1430,185216.8145154394,0.0,2001.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,16285,214459.1079261725,1.0,0,0.0,33,213758.9794073611,1.0,1.0,1413,0.0,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,156763.32789581906,1110,1978,1097,602,2,1110,149387.161656712,1.0,1978.0,1,1978,0.0,4,0.0,0,1.0,1.0,0.0,0.0,1,9101,168202.02373979686,1.0,1097,0.0,30,175988.14123661423,1.0,1.0,0,0.0,6,1.0,1.0,0.0,303,0.0,0.0,0.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0.0,0.0
6,128687.62627009608,1484,1914,742,0,0,742,191760.61145829133,1.0,0.0,2,2001,1.0,9,0.0,742,0.0,0.0,1.0,0.0,1,6300,161831.5485843834,0.0,0,0.0,291,149991.83282507706,0.0,1.0,742,0.0,6,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
6,188940.34317285073,1342,1967,1372,457,2,1342,185216.8145154394,1.0,1967.0,2,1967,1.0,7,0.0,0,0.0,0.0,1.0,0.0,1,9790,148550.43128682298,0.0,251,1.0,0,194305.49793707748,1.0,0.0,491,0.0,5,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
5,128687.62627009608,1652,1915,686,416,1,966,143562.47168821347,1.0,1961.0,2,1950,1.0,7,0.0,686,1.0,0.0,0.0,1.0,0,10800,149947.9506734463,0.0,686,1.0,0,149564.74839271925,0.0,0.0,0,0.0,6,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,186462.03991318255,2084,2004,956,618,2,956,239751.77464930317,0.0,2004.0,2,2004,0.0,8,1.0,1128,1.0,1.0,0.0,1.0,0,10142,214459.1079261725,1.0,656,0.0,45,213758.9794073611,0.0,1.0,300,0.0,5,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
4,128687.62627009608,901,1954,901,281,1,901,185216.8145154394,1.0,1954.0,1,2000,1.0,4,0.0,0,0.0,0.0,1.0,1.0,0,6000,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,1.0,901,0.0,7,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
6,211474.56533761907,2087,1966,832,444,2,976,239751.77464930317,1.0,1966.0,2,2007,0.0,9,0.0,1111,0.0,1.0,1.0,1.0,0,12205,167725.35766726418,0.0,568,0.0,168,163157.5084968204,1.0,0.0,264,0.0,8,0.0,1.0,0.0,133,1.0,0.0,0.0,0.0,0.0,0.0,1,157.0,0.0,0.0,0.0,0.0
7,194096.4108217196,1145,2005,1145,397,2,1145,200553.52721353355,0.0,2005.0,2,2006,0.0,5,1.0,0,1.0,1.0,0.0,0.0,1,3182,214459.1079261725,1.0,16,0.0,16,213758.9794073611,1.0,1.0,1129,0.0,5,1.0,1.0,0.0,100,0.0,0.0,1.0,0.0,0.0,0.0,0,11.0,0.0,0.0,0.0,1.0
6,156763.32789581906,1062,1976,1029,539,2,1062,169968.11025501642,1.0,1976.0,1,1976,1.0,5,0.0,0,1.0,0.0,0.0,0.0,2,11333,167725.35766726418,1.0,539,0.0,0,163157.5084968204,1.0,0.0,490,0.0,5,0.0,0.0,0.0,120,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,331619.9617807369,2013,1996,1117,455,2,1127,239751.77464930317,0.0,1997.0,2,1997,1.0,8,1.0,886,1.0,0.0,0.0,0.0,1,9920,149947.9506734463,1.0,862,1.0,130,149564.74839271925,1.0,1.0,255,0.0,5,1.0,0.0,0.0,180,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
8,224868.92407805694,1496,2007,1496,474,2,1496,185216.8145154394,0.0,2007.0,2,2007,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,9158,229287.87532444185,1.0,0,0.0,130,230871.94185146698,1.0,1.0,1496,0.0,5,0.0,1.0,0.0,168,0.0,0.0,1.0,0.0,0.0,0.0,0,140.0,1.0,0.0,1.0,0.0
